ECRY2_DN0_c0_g12446_i1.p1	GO:0017018, GO:0006470, GO:0005634
ECRY2_DN0_c0_g7853_i1.p1	GO:0016887, GO:0007605, GO:0005634, GO:0007268, GO:1990573, GO:0035158, GO:0006883, GO:0016323, GO:0005391, GO:0008340, GO:0016021, GO:0005524, GO:0005737, GO:0005918, GO:0009612, GO:0005890, GO:0007630, GO:0001894, GO:0005886, GO:1902600, GO:0036376, GO:0051124, GO:0050905, GO:0010248, GO:0009266, GO:0019991, GO:0045202, GO:0060439, GO:0030007
ECRY2_DN0_c0_g4588_i1.p1	GO:0016020, GO:0004930, GO:0030246, GO:0016021, GO:0097264, GO:0007166, GO:0007189, GO:0004175
ECRY2_DN0_c0_g14614_i1.p1	GO:0008559, GO:0016020, GO:0005524, GO:0016021, GO:0055085, GO:0042908
ECRY2_DN0_c0_g15685_i1.p1	GO:0006260, GO:0033557, GO:0006310, GO:0017108, GO:0006281, GO:0006996, GO:0005634
ECRY2_DN0_c0_g4210_i1.p1	GO:0000139, GO:0005975, GO:0016021, GO:0005783, GO:0004571, GO:0005509, GO:0006491, GO:0006486
ECRY2_DN0_c0_g13202_i1.p1	GO:0045180, GO:0005886, GO:0007264, GO:0043547, GO:0005085, GO:0009925, GO:0005829, GO:0015031, GO:0006892, GO:0008270, GO:0061865
ECRY2_DN0_c0_g5873_i1.p1	GO:0005515, GO:0036064, GO:0030317
ECRY2_DN0_c0_g6912_i1.p1	GO:0005811, GO:0005739, GO:0034379, GO:0006633, GO:0035336, GO:0051047, GO:0044539, GO:0005524, GO:0016021, GO:0042998, GO:0048471, GO:0019901, GO:0005777, GO:2001247, GO:0005886, GO:0001676, GO:0005789, GO:0005783, GO:0031956, GO:0007584, GO:0047676, GO:0030182, GO:0005778, GO:0005794, GO:0019904, GO:0007420, GO:0005741, GO:0014070
ECRY2_DN0_c0_g10476_i1.p1	GO:0005739, GO:0006364, GO:0001510, GO:0008173, GO:0005737, GO:0003723
ECRY2_DN0_c0_g7828_i1.p1	GO:0034219, GO:0016021, GO:0015144, GO:0016020
ECRY2_DN0_c0_g6207_i1.p1	GO:0005739, GO:0005854, GO:0042788, GO:0009792, GO:0003729, GO:1900034, GO:0005829, GO:1905551, GO:0043066
ECRY2_DN0_c0_g14404_i1.p1	GO:0046777, GO:0004674, GO:0005524, GO:0030097, GO:0005737, GO:0004712, GO:0106310, GO:0043066, GO:0006915
ECRY2_DN0_c0_g15198_i1.p1	GO:0005794, GO:0000139, GO:0016021, GO:0046872, GO:0016757, GO:0006486, GO:0030246
ECRY2_DN0_c0_g9185_i1.p1	GO:0040011, GO:0033563, GO:0042393, GO:0140713, GO:0005634, GO:0001042, GO:0003677
ECRY2_DN0_c0_g4234_i1.p1	GO:0016020, GO:0001676, GO:0005524, GO:0005783, GO:0005737, GO:0047676
ECRY2_DN0_c0_g24_i1.p1	GO:0051373, GO:0007519, GO:0030018, GO:0043417, GO:0042060, GO:0043086, GO:0031433, GO:0045214, GO:0000122, GO:0043503, GO:0003779, GO:0015629, GO:0005634, GO:0070885, GO:0031143
ECRY2_DN0_c0_g11777_i1.p1	GO:0006367, GO:0051123, GO:0016251, GO:0005669, GO:0005634
ECRY2_DN0_c0_g14008_i1.p1	GO:0030176, GO:0061630, GO:0005789, GO:0043161, GO:0005783, GO:0008270, GO:0070936
ECRY2_DN0_c0_g8400_i1.p1	GO:0003677, GO:1990404, GO:0070212, GO:0030592, GO:0003950, GO:0005634, GO:0005730, GO:0006303
ECRY2_DN0_c0_g15438_i1.p1	GO:0044167, GO:0016020, GO:0005507, GO:0039588, GO:0016021, GO:0030683, GO:0044165
ECRY2_DN0_c0_g4833_i1.p1	GO:0005794, GO:0016323, GO:0042157, GO:0005783, GO:0008039, GO:0035149, GO:0008289, GO:0048813, GO:0015914, GO:0012505, GO:0008525
ECRY2_DN0_c0_g13024_i1.p1	GO:0031386, GO:0003729, GO:0005737, GO:0016567, GO:0019941, GO:0031625, GO:0005634, GO:0045116, GO:0030162
ECRY2_DN0_c0_g10503_i1.p1	GO:0005634, GO:0003723, GO:0000290, GO:0033962
ECRY2_DN0_c0_g5086_i1.p1	GO:0003723, GO:0035194, GO:0005737
ECRY2_DN0_c0_g14094_i1.p1	GO:0005794, GO:0007030, GO:0019899
ECRY2_DN0_c0_g9119_i1.p1	GO:0016887, GO:0005524, GO:0005737, GO:0032508, GO:0003678
ECRY2_DN0_c0_g2741_i1.p1	GO:0001556, GO:1900195, GO:0005829, GO:1905516, GO:0017148, GO:0043406, GO:0060280, GO:0051078, GO:0060282, GO:0001555, GO:0040019, GO:0071168, GO:0046872, GO:0043229, GO:1904146, GO:0051303, GO:1904145, GO:0003730, GO:0048601
ECRY2_DN0_c0_g6103_i1.p1	GO:0010017, GO:0140492, GO:0070122, GO:0005515, GO:0005737, GO:0005634, GO:0009585, GO:0006511, GO:0030163, GO:0010387, GO:0000338, GO:0008180
ECRY2_DN0_c0_g14860_i1.p1	GO:0010831, GO:0072659, GO:0005925, GO:0000139, GO:0045792, GO:0016010, GO:0055013, GO:0002027, GO:0060307, GO:0014902, GO:0060299, GO:0060373, GO:0055117, GO:0017015, GO:0051001, GO:0007520, GO:0051647, GO:0090279, GO:1901019, GO:0098909, GO:0043407, GO:0046716, GO:0042383, GO:2000649, GO:0005887, GO:0008022, GO:0060090, GO:0005783, GO:0035995, GO:0070836, GO:0051480, GO:0042632, GO:0060347, GO:0005246, GO:0038009, GO:0006641, GO:0010614, GO:0051394, GO:0031122, GO:0071253, GO:0001778, GO:0005901, GO:0014819, GO:0005794, GO:0060762, GO:1900826, GO:0044325, GO:0051926, GO:0043014, GO:0051896, GO:0030315, GO:0017080, GO:0044877, GO:1900744, GO:0042593, GO:0007015
ECRY2_DN0_c0_g14678_i1.p1	GO:0045793, GO:1900407, GO:0009408, GO:0004707, GO:0038001, GO:0005634, GO:0007623, GO:0004712, GO:0034614, GO:0006955, GO:0007476, GO:0005524, GO:0035331, GO:0008340, GO:0005737, GO:0106310, GO:0050832, GO:0001934, GO:0040018, GO:0003007, GO:0038066, GO:0048082, GO:0071276, GO:0030510, GO:0045088, GO:0030838, GO:0009651, GO:0071243, GO:0042594, GO:0042742, GO:0006468, GO:2000331, GO:0042542
ECRY2_DN0_c0_g555_i1.p1	GO:0031902, GO:0016021, GO:0006694, GO:0030301, GO:0015485
ECRY2_DN0_c0_g2340_i1.p1	GO:0007165, GO:0032991, GO:0005515, GO:0005737, GO:0044877, GO:0042629
ECRY2_DN0_c0_g9620_i1.p1	GO:0005794, GO:0000139, GO:0005789, GO:0016021, GO:0031730, GO:0005783, GO:0016192
ECRY2_DN0_c0_g2230_i1.p1	GO:0043231, GO:0007091, GO:0072686, GO:0000922, GO:0005829, GO:0022027, GO:0005813, GO:0007052, GO:0051301, GO:0030097, GO:0005737, GO:0034451, GO:0042994, GO:0022008, GO:0030953, GO:0021987, GO:0001666, GO:0005856, GO:0007049, GO:0019904, GO:0008283, GO:0060236
ECRY2_DN0_c0_g8294_i1.p1	GO:0004674, GO:0005524, GO:0005956, GO:0018105, GO:0005829, GO:0005634, GO:0106310, GO:0051726, GO:0018107, GO:0005730, GO:0042752, GO:0004712
ECRY2_DN0_c0_g358_i1.p1	GO:0005576, GO:0031638, GO:0045434, GO:0046693, GO:0004252, GO:0019953, GO:0005615
ECRY2_DN0_c0_g1703_i1.p1	GO:0006278, GO:0090305, GO:0003964, GO:0004519, GO:0005634
ECRY2_DN0_c0_g552_i1.p1	GO:0005576, GO:0016020, GO:0016021, GO:0020002, GO:0005515, GO:0030683, GO:0046872, GO:0039673
ECRY2_DN0_c0_g15592_i1.p1	GO:0008134, GO:0050821, GO:0006355, GO:0042691, GO:0048471, GO:0005737, GO:0051087, GO:0005705, GO:2000495, GO:0005634
ECRY2_DN0_c0_g11351_i1.p1	GO:0005789, GO:0005524, GO:0016021, GO:0010389, GO:0010508, GO:0005783, GO:0005829, GO:0004694, GO:0106310, GO:0010998, GO:0046330, GO:0036499, GO:0006986, GO:0004686, GO:0004712
ECRY2_DN0_c0_g5533_i1.p1	GO:0016705, GO:0005506, GO:0005789, GO:0005783, GO:0020037, GO:0007618, GO:0004497
ECRY2_DN0_c0_g2864_i1.p1	GO:0051082, GO:0031072, GO:0005737, GO:0042476, GO:0005634
ECRY2_DN0_c0_g10151_i1.p1	GO:0005576, GO:0030435, GO:0046872, GO:0048315, GO:0008237
ECRY2_DN0_c0_g1867_i1.p1	GO:0005739, GO:0016024, GO:0004605, GO:0031314, GO:0032049, GO:0005743
ECRY2_DN0_c0_g13743_i1.p1	GO:0005794, GO:0071364, GO:0005886, GO:0000139, GO:0005789, GO:0004714, GO:0005524, GO:0016021, GO:0007611, GO:0005783, GO:0031965, GO:0007173, GO:0005768, GO:0010008, GO:0005634, GO:0018108, GO:0004712
ECRY2_DN0_c0_g5935_i1.p1	GO:0008353, GO:0006368, GO:0004693, GO:0005524, GO:0030332, GO:0008024, GO:0005634, GO:0106310, GO:0051726, GO:0070816, GO:0032968, GO:0004712
ECRY2_DN0_c0_g12971_i1.p1	GO:0004843, GO:0005829, GO:0006511, GO:0016579, GO:0005634, GO:0004197
ECRY2_DN0_c0_g5557_i1.p1	GO:0030424, GO:0016323, GO:0072659, GO:0005886, GO:0005789, GO:0016021, GO:0070593, GO:0005783, GO:0001917, GO:0098632, GO:0001750, GO:0001525, GO:0007156, GO:0002080, GO:0030593, GO:0007411
ECRY2_DN0_c0_g16063_i1.p1	GO:0005886, GO:0005248, GO:0016021, GO:0005244, GO:0035725, GO:0034765, GO:0001518
ECRY2_DN0_c0_g12084_i1.p1	GO:0017015, GO:0045664, GO:0016020, GO:0031103, GO:0016021, GO:0033644, GO:0005515
ECRY2_DN0_c0_g5909_i1.p1	GO:0005739, GO:0005886, GO:0033540, GO:0006699, GO:0005737, GO:0005829, GO:0008111, GO:0005782, GO:0005777
ECRY2_DN0_c0_g2481_i1.p1	GO:0016020, GO:0098671, GO:0039573, GO:0016021, GO:0004888, GO:0055036, GO:0030683, GO:0045569, GO:0046718
ECRY2_DN0_c0_g10087_i1.p1	GO:0060271, GO:0005929, GO:0005515, GO:0007399, GO:0060173, GO:0005737, GO:0016192, GO:0008589, GO:0001736, GO:0009986, GO:0005856
ECRY2_DN0_c0_g11514_i1.p1	GO:0008340, GO:0015035, GO:0006979, GO:0005634, GO:0050832, GO:0045454
ECRY2_DN0_c0_g12048_i1.p1	GO:0048471, GO:0005829, GO:0015908, GO:0005504, GO:0005634
ECRY2_DN0_c0_g12844_i1.p1	GO:0022627, GO:0019843, GO:0002181, GO:0003735, GO:0022626
ECRY2_DN0_c0_g9635_i1.p1	GO:0006656, GO:0005829, GO:0008080, GO:0005634, GO:0032259
ECRY2_DN0_c0_g14407_i1.p1	GO:0030425, GO:0005515, GO:0033602, GO:0001591, GO:0071316, GO:0007187, GO:0098664, GO:0034608, GO:0007212, GO:0034609, GO:0005887, GO:0005886, GO:0004993, GO:0090327, GO:0090326, GO:1902847, GO:0071419, GO:1902437, GO:0001963, GO:0032094, GO:0045202
ECRY2_DN0_c0_g14807_i1.p1	GO:0030424, GO:0008076, GO:0005886, GO:0030431, GO:0016021, GO:0005251, GO:0032590, GO:0071805, GO:0051260, GO:0032809, GO:0034765
ECRY2_DN0_c0_g8275_i1.p1	GO:0009507, GO:0008285, GO:0048367, GO:0003924
ECRY2_DN0_c0_g11272_i1.p1	GO:0005840, GO:0022627, GO:0006412, GO:0003735, GO:0005737
ECRY2_DN0_c0_g12390_i1.p1	GO:0005576, GO:0005604, GO:0008045, GO:0052689, GO:0031983, GO:0016201, GO:0042381, GO:0005615
ECRY2_DN0_c0_g3926_i1.p1	GO:0005516, GO:0010628, GO:0009653, GO:0045944, GO:0030154, GO:0000978, GO:0005737, GO:0007548, GO:0000122, GO:0016607, GO:0030238, GO:0000981, GO:0005634
ECRY2_DN0_c0_g7241_i1.p1	GO:0005886, GO:0019285, GO:0050660, GO:0008812, GO:0008802
ECRY2_DN0_c0_g7660_i1.p1	GO:0005886, GO:0034235, GO:0030431, GO:1903818, GO:0048511, GO:0045187, GO:0031225, GO:0032222
ECRY2_DN0_c0_g2445_i1.p1	GO:0031683, GO:0051301, GO:0007188, GO:0005834, GO:0019003, GO:0000132, GO:0003924, GO:0001664, GO:0046872, GO:0005938, GO:0005525, GO:0000578, GO:0007049
ECRY2_DN0_c0_g3920_i1.p1	GO:0042421, GO:0004500, GO:0006589, GO:0005507, GO:0016021, GO:0042420, GO:0030667, GO:0005615
ECRY2_DN0_c0_g8297_i1.p1	GO:0005887, GO:0005886, GO:0048680, GO:0038083, GO:0004714, GO:0007169, GO:0031103, GO:0005524, GO:0043410, GO:0031435, GO:0048731, GO:0043235, GO:0033674, GO:0004712
ECRY2_DN0_c0_g10424_i1.p1	GO:0061015, GO:0005635, GO:0046039, GO:0006606, GO:0005829, GO:0005737, GO:0005525, GO:0003924, GO:0005634, GO:0000287, GO:0000070
ECRY2_DN0_c0_g7425_i1.p1	GO:0006508, GO:0005576, GO:0004222, GO:0008270
ECRY2_DN0_c0_g8419_i1.p1	GO:0005886, GO:0090263, GO:2000272, GO:0031225, GO:0060827, GO:0030548, GO:0060061, GO:2000053
ECRY2_DN0_c0_g3468_i1.p1	GO:0005739, GO:0005886, GO:0032836, GO:0005524, GO:0016021, GO:0004672, GO:0031314, GO:0005737, GO:0005829, GO:0006468, GO:0031966, GO:0006744, GO:0072015, GO:0021692
ECRY2_DN0_c0_g525_i1.p1	GO:0046872, GO:0000981, GO:0000977, GO:0005634, GO:0001702, GO:0006357
ECRY2_DN0_c0_g9147_i1.p1	GO:0005515, GO:1905202, GO:0006552, GO:0004658
ECRY2_DN0_c0_g4698_i1.p1	GO:0005887, GO:0005886, GO:0005515, GO:1902476, GO:0005247
ECRY2_DN0_c0_g12709_i1.p1	GO:0005886, GO:0016021, GO:0034707, GO:0046872, GO:1902476, GO:0034765, GO:0005247
ECRY2_DN0_c0_g3267_i1.p1	GO:0005794, GO:0005635, GO:0000139, GO:0016021, GO:0042147, GO:0005783, GO:0005515, GO:0000137, GO:0005829, GO:0015031, GO:0005802, GO:0006888
ECRY2_DN0_c0_g2842_i1.p1	GO:0061966, GO:0003341, GO:0035082, GO:0005515, GO:0097546, GO:0005737, GO:0042995, GO:0005856
ECRY2_DN0_c0_g15157_i1.p1	GO:0007613, GO:0030424, GO:0030425, GO:0004714, GO:0007482, GO:0198738, GO:0016199, GO:0004712, GO:0007435, GO:0016055, GO:0016319, GO:0046982, GO:0007169, GO:0005524, GO:0016204, GO:0019901, GO:0007409, GO:0017147, GO:0007411, GO:0005887, GO:0005886, GO:0070983, GO:0008355, GO:0043235, GO:0033674, GO:0061643, GO:0007416, GO:0042803, GO:0016203, GO:0006468, GO:0042813
ECRY2_DN0_c0_g14793_i1.p1	GO:0030425, GO:0046688, GO:0030154, GO:0050770, GO:0043408, GO:0004712, GO:0007506, GO:0043204, GO:0035262, GO:0004674, GO:0005524, GO:0008045, GO:0005737, GO:0106310, GO:0007254, GO:0007399, GO:0046872, GO:0040039, GO:0031435, GO:0006468, GO:0038007, GO:0031267
ECRY2_DN0_c0_g11592_i1.p1	GO:0030518, GO:0000978, GO:0045893, GO:0004879, GO:0046872, GO:0005634, GO:0005496, GO:0006357, GO:0051091, GO:0005654
ECRY2_DN0_c0_g937_i1.p1	GO:0005509, GO:0005783, GO:1901317
ECRY2_DN0_c0_g7576_i1.p1	GO:0005925, GO:0010629, GO:0071636, GO:0005829, GO:0030511, GO:0051886, GO:0005737, GO:0042995, GO:0051015, GO:0090090, GO:0071711, GO:0005886, GO:0032587, GO:0033625, GO:0007160, GO:0007229, GO:0071944, GO:0005178, GO:0051546, GO:0033630, GO:0090162, GO:0005856, GO:0043616, GO:1903691, GO:0042308, GO:2000647, GO:0001954
ECRY2_DN0_c0_g767_i1.p1	GO:0005886, GO:0034235, GO:0030431, GO:1903818, GO:0048511, GO:0045187, GO:0031225, GO:0032222
ECRY2_DN0_c0_g11797_i1.p1	GO:0042179, GO:0009753, GO:0030750, GO:0005737, GO:0009446, GO:0004766, GO:0032259
ECRY2_DN0_c0_g5838_i1.p1	GO:0003724, GO:0016887, GO:0051276, GO:0005524, GO:0000462, GO:0022414, GO:0005730, GO:0003723
ECRY2_DN0_c0_g6202_i1.p1	GO:0005549, GO:0007608, GO:0050896, GO:0005576
ECRY2_DN0_c0_g16301_i1.p1	GO:1905646, GO:0005721, GO:0005701, GO:0000781, GO:1905634, GO:0090309, GO:0005634, GO:0030674, GO:0030544, GO:0000793, GO:0061408, GO:0003682, GO:0034773, GO:0005700, GO:1900111, GO:0000182, GO:0000779, GO:0003723, GO:0042981, GO:0000791, GO:0005703, GO:0099122, GO:0000723, GO:0003696, GO:0031507, GO:0044877, GO:0005705, GO:0000278, GO:1905632
ECRY2_DN0_c0_g4447_i1.p1	GO:0005576, GO:0007165, GO:1901741, GO:0005515, GO:0030308, GO:0042127, GO:0005615
ECRY2_DN0_c0_g4188_i1.p1	GO:0048856, GO:0016042, GO:0003707, GO:0032869, GO:0030522, GO:0030154, GO:0000978, GO:0004879, GO:0043401, GO:0034440, GO:0008270, GO:0005634, GO:0042593, GO:0006357
ECRY2_DN0_c0_g7276_i1.p1	GO:0005516, GO:0030424, GO:0030506, GO:0005886, GO:0030425, GO:0044325, GO:0043194, GO:0030054, GO:0005737, GO:0008366, GO:0035332, GO:0033268, GO:0051494
ECRY2_DN0_c0_g3878_i1.p1	GO:0031160, GO:0030248, GO:0042244, GO:0030435, GO:0005515, GO:0090665, GO:0003677
ECRY2_DN0_c0_g16111_i1.p1	GO:0070610, GO:0043087, GO:0007165, GO:0035024, GO:0035838, GO:0120105, GO:0005096, GO:0032153, GO:0008289, GO:0110085, GO:0005634, GO:0005938
ECRY2_DN0_c0_g7551_i1.p1	GO:0006405, GO:0030154, GO:0006606, GO:0005737, GO:0017056, GO:0008139, GO:0007283
ECRY2_DN0_c0_g10460_i1.p1	GO:0098654, GO:0034080, GO:0051301, GO:0051382, GO:0007049, GO:0000785, GO:0005515, GO:0000776, GO:0005737, GO:0000775, GO:0008270, GO:0005634, GO:0005694, GO:0000070
ECRY2_DN0_c0_g4355_i1.p1	GO:0052547, GO:0030414, GO:0043086, GO:0005515, GO:0005737, GO:0005829, GO:0042742, GO:0046872, GO:0005634
ECRY2_DN0_c0_g8783_i1.p1	GO:0015015, GO:0005794, GO:0050819, GO:0006477, GO:0000139, GO:0016021, GO:0046596, GO:0008467
ECRY2_DN0_c0_g15489_i1.p1	GO:0005887, GO:0016020, GO:0004016, GO:0005524, GO:0006171, GO:0046872, GO:0007193, GO:0035556, GO:0007189
ECRY2_DN0_c0_g7078_i1.p1	GO:0016020, GO:0051701, GO:0016021, GO:0005515, GO:0005654
ECRY2_DN0_c0_g8601_i1.p1	GO:0048749, GO:0006355, GO:0007379, GO:0007469, GO:0005634, GO:0003700, GO:0003677
ECRY2_DN0_c0_g2312_i1.p1	GO:0005739, GO:0070181, GO:0032040, GO:0000447, GO:0000480, GO:0000462, GO:0042254, GO:0005634, GO:0005730, GO:0000472, GO:0005654
ECRY2_DN0_c0_g7067_i1.p1	GO:0000003, GO:0010629, GO:0005515, GO:0010286, GO:0000132, GO:0005634, GO:0009792, GO:0051321, GO:0007165, GO:0045167, GO:0008340, GO:0034613, GO:0042994, GO:0035046, GO:0030590, GO:0001708, GO:0010070, GO:0007346, GO:0051457, GO:0006611, GO:0009949, GO:0005938
ECRY2_DN0_c0_g2959_i1.p1	GO:0005739, GO:0000405, GO:0003697, GO:0051881
ECRY2_DN0_c0_g3224_i1.p1	GO:0005739, GO:0033617, GO:0003743, GO:0031305, GO:0097177, GO:0005743
ECRY2_DN0_c0_g10748_i1.p1	GO:0008328, GO:0030425, GO:0045211, GO:0009986, GO:0043204, GO:0010035, GO:0008306, GO:0014069, GO:0016021, GO:0055037, GO:0004971, GO:0097038, GO:0009612, GO:0043025, GO:1905852, GO:0046959, GO:0043056, GO:0005886, GO:0050913, GO:0008344, GO:0005783, GO:0007631, GO:0035249, GO:0034220, GO:0032589, GO:0001966, GO:0019899, GO:0006972, GO:1905850, GO:0007614, GO:0035235, GO:0045202
ECRY2_DN0_c0_g5017_i1.p1	GO:0008380, GO:0110104, GO:0080009, GO:0005515, GO:0006397, GO:0005737, GO:0005829, GO:0016607, GO:0036396, GO:0005634, GO:0003723, GO:0005654
ECRY2_DN0_c0_g12353_i1.p1	GO:0005794, GO:0005737, GO:0008526, GO:0031210, GO:0071944, GO:0035091, GO:0015914, GO:0120009, GO:0008525
ECRY2_DN0_c0_g10465_i1.p1	GO:0016020, GO:0020002, GO:0044177, GO:0005515, GO:0055036, GO:0046872, GO:0019031, GO:0019064, GO:0046718
ECRY2_DN0_c0_g1768_i1.p1	GO:0072659, GO:0005515, GO:0005829, GO:0015031, GO:0005509, GO:0005525, GO:1903779, GO:0055117, GO:0060271, GO:0005929, GO:0005524, GO:0005769, GO:0048471, GO:0034498, GO:0005737, GO:0055038, GO:0001881, GO:0030139, GO:1901387, GO:0005886, GO:0032456, GO:1903358, GO:0008289, GO:0051260, GO:0090160, GO:0043209, GO:0006897, GO:0086036, GO:0020018
ECRY2_DN0_c0_g10756_i1.p1	GO:0005739, GO:0004725, GO:0016021, GO:0006470, GO:0016607, GO:0005744, GO:0007006, GO:0004722, GO:0043021, GO:0030150, GO:0005743
ECRY2_DN0_c0_g7671_i1.p1	GO:0006897, GO:0043231, GO:0044011, GO:0016020, GO:0005829, GO:0015248, GO:0030011, GO:0015918, GO:0006887, GO:0051666, GO:0032541, GO:0032934, GO:0034727
ECRY2_DN0_c0_g4922_i1.p1	GO:0016020, GO:0005524, GO:0005737, GO:0106310, GO:0006468, GO:0045087, GO:0004698, GO:0046872, GO:0089700, GO:0004712
ECRY2_DN0_c0_g12590_i1.p1	GO:0005576, GO:0046872, GO:0007521, GO:0061630
ECRY2_DN0_c0_g15492_i1.p1	GO:0046982, GO:0006260, GO:0006368, GO:0035101, GO:0006281, GO:0005829, GO:0005703, GO:1902275, GO:0047485, GO:0005705, GO:0005634, GO:0031491, GO:0034724, GO:0032968, GO:0005694, GO:0005730
ECRY2_DN0_c0_g2761_i1.p1	GO:0004930, GO:0044177, GO:0030430, GO:0019033, GO:0007186, GO:0042025
ECRY2_DN0_c0_g13999_i1.p1	GO:0051321, GO:0051308, GO:0030849, GO:0046872, GO:0005634
ECRY2_DN0_c0_g14970_i1.p1	GO:0008104, GO:0001965, GO:0050821, GO:0005938, GO:0050790, GO:0005085, GO:0005829, GO:0010004, GO:0007186, GO:0007163, GO:0055057, GO:0040001, GO:0008356
ECRY2_DN0_c0_g266_i1.p1	GO:0005739, GO:0120162, GO:0048015, GO:1900095, GO:0043981, GO:0032435, GO:0045793, GO:0071333, GO:0090315, GO:0005829, GO:0043984, GO:0051571, GO:0005634, GO:0010801, GO:0006110, GO:0006493, GO:0030097, GO:0030900, GO:0042802, GO:0005737, GO:0097237, GO:0043025, GO:0006915, GO:0031966, GO:0061087, GO:0006111, GO:0048029, GO:0001934, GO:0005886, GO:0080182, GO:0031490, GO:0045862, GO:0046626, GO:0000791, GO:1900038, GO:0033137, GO:0044545, GO:0071222, GO:0016485, GO:0048312, GO:0032922, GO:0042588, GO:0042277, GO:0010628, GO:0019904, GO:0031397, GO:0032869, GO:0006041, GO:0045944, GO:0060548, GO:0097363, GO:0016262, GO:0000423, GO:1900182, GO:0006325, GO:0044877, GO:1903428, GO:0043005, GO:0017122, GO:0043982, GO:0035020, GO:0005547
ECRY2_DN0_c0_g720_i1.p1	GO:0010628, GO:0005721, GO:0016592, GO:0070847, GO:0005701, GO:0005634, GO:0005730, GO:0006357, GO:0003712
ECRY2_DN0_c0_g8324_i1.p1	GO:0005635, GO:0005886, GO:0005793, GO:0032587, GO:0005783, GO:0048471, GO:0005737, GO:0046856, GO:0052629, GO:0042995, GO:0004438, GO:0006897
ECRY2_DN0_c0_g15485_i1.p1	GO:0090729, GO:0045735, GO:0035821, GO:0005576
ECRY2_DN0_c0_g11384_i1.p1	GO:0010628, GO:0005721, GO:0016592, GO:0070847, GO:0005701, GO:0005634, GO:0005730, GO:0006357, GO:0003712
ECRY2_DN0_c0_g14168_i1.p1	GO:0000049, GO:0005515, GO:0005737, GO:0008175, GO:0005634, GO:0030488, GO:0002098, GO:0106335
ECRY2_DN0_c0_g15305_i1.p1	GO:0001881, GO:0055037, GO:0005769, GO:0042147, GO:0005515, GO:0005829, GO:0005802, GO:0007032
ECRY2_DN0_c0_g4386_i1.p1	GO:0050893, GO:0040024, GO:0006935, GO:0045664, GO:0016020, GO:0016021, GO:0007606, GO:0018108, GO:0080030
ECRY2_DN0_c0_g4027_i1.p1	GO:0030017, GO:0030414, GO:0032184, GO:0005737, GO:0010466
ECRY2_DN0_c0_g10587_i1.p1	GO:0005739, GO:0005759, GO:0051793, GO:0070991, GO:0050660, GO:0006635
ECRY2_DN0_c0_g2712_i1.p1	GO:0043951, GO:0005524, GO:0007049, GO:0043161, GO:0005515, GO:0061631, GO:0005829, GO:0090261, GO:0005737, GO:0016607, GO:0043525, GO:0005634, GO:0006513, GO:0070936, GO:0035458
ECRY2_DN0_c0_g1937_i1.p1	GO:0005576, GO:0030198, GO:1902168, GO:0031012, GO:0005198, GO:0031154
ECRY2_DN0_c0_g14231_i1.p1	GO:0005739, GO:0033617, GO:0051262, GO:0005759, GO:0042803, GO:0032981, GO:0032991, GO:0009060, GO:0033615, GO:0032979, GO:0032977, GO:0031305, GO:0032780, GO:0097177, GO:0051354, GO:0005743
ECRY2_DN0_c0_g650_i1.p1	GO:0005794, GO:0006068, GO:0006740, GO:0005759, GO:0006090, GO:0005737, GO:0005829, GO:0004029, GO:0005634, GO:0019413
ECRY2_DN0_c0_g4_i1.p1	GO:0030527, GO:0006334, GO:0005704, GO:0007526, GO:0005700, GO:0000786, GO:0005634, GO:0003677, GO:0046982
ECRY2_DN0_c0_g7663_i1.p1	GO:0030136, GO:0005794, GO:0050790, GO:0005096, GO:0008021, GO:0046872, GO:0098894, GO:0005905, GO:0042734
ECRY2_DN0_c0_g505_i1.p1	GO:0071038, GO:0060149, GO:0043928, GO:0000460, GO:0071051, GO:0034427, GO:0071035, GO:0071034, GO:0034475, GO:0000177, GO:0005737, GO:0005634, GO:0000176, GO:0000467, GO:0005730, GO:0071028, GO:0003723, GO:0005654
ECRY2_DN0_c0_g6961_i1.p1	GO:0004674, GO:0016020, GO:0005524, GO:0016021, GO:0006468
ECRY2_DN0_c0_g12250_i1.p1	GO:0010628, GO:0003729, GO:0005829, GO:0005737, GO:0006547
ECRY2_DN0_c0_g9964_i1.p1	GO:0045022, GO:0006914, GO:0045167, GO:0140024, GO:0048471, GO:0005737, GO:0005509, GO:0005525, GO:0003924
ECRY2_DN0_c0_g6050_i1.p1	GO:0005887, GO:0007496, GO:0005886, GO:0016327, GO:0019991, GO:0005515, GO:0060576, GO:0005920
ECRY2_DN0_c0_g15940_i1.p1	GO:0005794, GO:0005886, GO:0000139, GO:0006612, GO:0005789, GO:0018230, GO:0033116, GO:0005783, GO:0048471, GO:0005737, GO:0019706, GO:0140439, GO:0008270, GO:0019705, GO:0030173
ECRY2_DN0_c0_g1485_i1.p1	GO:0090503, GO:0005737, GO:0034472, GO:0016607, GO:0017069, GO:0015030, GO:0046872, GO:0005634, GO:0005730, GO:0004535, GO:0005654
ECRY2_DN0_c0_g12331_i1.p1	GO:0048477, GO:0005886, GO:0016021, GO:0030154, GO:0005509, GO:0007283, GO:0045938, GO:0070328
ECRY2_DN0_c0_g6936_i1.p1	GO:0010628, GO:0009653, GO:0030154, GO:0000978, GO:0000981, GO:0005634, GO:0006357
