CCFQ1_DN4592_c0_g1_i2.p1	GO:0006749, GO:0005576, GO:0004364
CCFQ1_DN20472_c0_g1_i1.p1	GO:0000775, GO:0005694, GO:0005634, GO:0007249, GO:0003924, GO:0005525
CCFQ1_DN29377_c0_g1_i1.p1	GO:0071339, GO:0005654, GO:0005634, GO:0042802, GO:0005829, GO:0003677, GO:0016589, GO:0006325
CCFQ1_DN15338_c0_g1_i1.p1	GO:0006355, GO:0005737, GO:0005515
CCFQ1_DN3979_c0_g1_i1.p1	GO:0015630, GO:0005634, GO:0031410, GO:0060322, GO:0005765, GO:0005930, GO:0036064, GO:0005794, GO:0008589, GO:0006886, GO:0005802, GO:0099041, GO:0060271, GO:0005515, GO:0042995, GO:0007507, GO:0035264, GO:0005829, GO:0005737
CCFQ1_DN6514_c0_g1_i1.p1	GO:0006268, GO:0017148, GO:0005634, GO:0000977, GO:0140416, GO:0000900, GO:0000981, GO:0098963, GO:0140297, GO:0046651, GO:0046332, GO:0003723, GO:0030154, GO:0000122, GO:0003697, GO:0008284, GO:0050673, GO:0043433, GO:0005829, GO:0003691, GO:0007399, GO:0032422
CCFQ1_DN7683_c0_g1_i1.p1	GO:0005576, GO:0030245, GO:0008810
CCFQ1_DN2468_c0_g1_i1.p1	GO:0071908, GO:0046872, GO:0000978, GO:0005634, GO:0003682, GO:0003140, GO:0006357, GO:0003700, GO:0035469
CCFQ1_DN33266_c0_g1_i1.p1	GO:0019899, GO:0042802, GO:0005829, GO:0048471, GO:0060271, GO:0005886, GO:0005737, GO:0043025, GO:0007399, GO:0030425, GO:0031175
CCFQ1_DN1968_c2_g1_i1.p1	GO:0005654, GO:0005739, GO:0005634, GO:0045893, GO:0005737, GO:0003713
CCFQ1_DN21831_c0_g1_i1.p1	GO:0072669, GO:0003723, GO:0006388
CCFQ1_DN5231_c0_g1_i3.p1	GO:0061512, GO:0051010, GO:0060271, GO:0005628
CCFQ1_DN2019_c0_g1_i6.p1	GO:0005802, GO:0005654, GO:0030136, GO:0030276, GO:0006897, GO:0005543, GO:0030125, GO:0048471, GO:0005886, GO:0005794, GO:0005737, GO:0005768, GO:0005798
CCFQ1_DN27361_c0_g1_i1.p1	GO:0043968, GO:0043486, GO:0051304, GO:0050790, GO:0005634, GO:0035064, GO:0006281, GO:0051276, GO:0035267, GO:0035097, GO:0003682, GO:0006355, GO:0030234, GO:0031507, GO:0000416, GO:0016575, GO:0043967, GO:0010628
CCFQ1_DN10977_c0_g2_i1.p1	GO:0005524, GO:2001251, GO:0005886, GO:0016021
CCFQ1_DN41364_c0_g1_i1.p1	GO:0005277, GO:0015179, GO:0001504, GO:0030165, GO:0015870, GO:0005328, GO:0040017, GO:0007274, GO:0045211, GO:0005886, GO:0005887, GO:0045202, GO:1902475, GO:0035725, GO:0015807, GO:0015871
CCFQ1_DN39586_c0_g1_i1.p1	GO:0048185, GO:0045944, GO:0044306, GO:0005654, GO:0032926, GO:0005634, GO:0030514, GO:0045671, GO:0022409, GO:0030141, GO:0005615, GO:0005576, GO:0001968, GO:0001503, GO:0002244, GO:0005794
CCFQ1_DN964_c0_g1_i5.p1	GO:0003899, GO:0006351, GO:0005737, GO:0000428
CCFQ1_DN431_c0_g1_i3.p1	GO:0006879, GO:0005829, GO:0004322, GO:0006826, GO:0008199, GO:0005737
CCFQ1_DN42297_c0_g1_i1.p1	GO:0000775, GO:0005634, GO:0005694, GO:1905342, GO:0051310, GO:0051010
CCFQ1_DN11203_c1_g1_i2.p1	GO:0000775, GO:0051567, GO:0005634, GO:0005694, GO:0046974, GO:0007049, GO:0008270, GO:0030154, GO:0006325
CCFQ1_DN13277_c0_g1_i1.p2	GO:0021549, GO:0003406, GO:0030917, GO:0000978, GO:0005634, GO:0030901, GO:0006357, GO:0030902, GO:0000981
CCFQ1_DN35394_c0_g1_i1.p1	GO:0045944, GO:0005654, GO:0005694, GO:0005634, GO:0005829, GO:0000781, GO:0002949, GO:0000408, GO:0000722, GO:0005515, GO:1990145
CCFQ1_DN2880_c0_g1_i3.p1	GO:0007342, GO:0005739, GO:0009566, GO:0035036, GO:0005515, GO:0007340
CCFQ1_DN28060_c0_g1_i1.p1	GO:0016021, GO:0140359, GO:0016020, GO:0055085, GO:0006869, GO:0005319, GO:0043231
CCFQ1_DN28753_c0_g1_i1.p1	GO:0006166, GO:0019509, GO:0005634, GO:0005737, GO:0017061
CCFQ1_DN34373_c0_g1_i1.p1	GO:0046872, GO:0005654, GO:0000978, GO:0005634, GO:0040008, GO:0051301, GO:0007049, GO:0016567, GO:0016740, GO:0005737, GO:0000122, GO:0001227
CCFQ1_DN17952_c0_g1_i1.p1	GO:0043486, GO:0005634, GO:0000812, GO:0034399, GO:0006355, GO:0006996, GO:0043232, GO:0031491, GO:0005737, GO:0005515, GO:0000785
CCFQ1_DN385_c0_g1_i4.p1	GO:0016021, GO:0042102, GO:0016020, GO:0005102, GO:0050852, GO:0032729, GO:0042110, GO:0009897
CCFQ1_DN13373_c0_g1_i1.p1	GO:0070863, GO:0016021, GO:0016020, GO:0015789, GO:0015297, GO:0005461, GO:1990569, GO:0005769, GO:0005463, GO:0005783, GO:0005794, GO:0097009, GO:0015787, GO:0008643, GO:0005462
CCFQ1_DN32039_c0_g1_i1.p1	GO:0046872, GO:0005829, GO:0055070, GO:0061501, GO:0005524, GO:0005525
CCFQ1_DN44087_c0_g1_i1.p1	GO:0030187, GO:0005634, GO:0019186, GO:0004059, GO:0006631, GO:0005737
CCFQ1_DN42514_c0_g1_i1.p1	GO:1990904, GO:0097255, GO:0005634, GO:0006397, GO:0006364, GO:0008361, GO:0006457, GO:0008380, GO:0050821, GO:0005737, GO:0005515, GO:0000492
CCFQ1_DN37113_c0_g1_i1.p1	GO:0006355, GO:0005634, GO:0005515
CCFQ1_DN32600_c0_g1_i1.p1	GO:0051123, GO:0005634, GO:0005669, GO:0006366, GO:0016251, GO:0046695, GO:0006367, GO:0045893, GO:0000124, GO:0046982, GO:0003713
CCFQ1_DN12632_c0_g1_i1.p1	GO:0005789, GO:0032580, GO:0006888, GO:0010389, GO:0048280, GO:0005783, GO:0005515, GO:0044719, GO:0000139, GO:0045056, GO:0005737, GO:0012507, GO:0005795, GO:0009653, GO:0005794, GO:0006886, GO:0048211
CCFQ1_DN4917_c0_g1_i1.p1	GO:0005515, GO:0002028, GO:0005886, GO:0016021
CCFQ1_DN10007_c0_g1_i1.p1	GO:0005737, GO:0006919, GO:0042802, GO:0003723
CCFQ1_DN13944_c0_g1_i2.p1	GO:0034587, GO:0005634, GO:0043186, GO:0007283, GO:0000976, GO:0031047, GO:0060964, GO:0048471, GO:0030154, GO:0051321, GO:0030718, GO:0005737, GO:0045892, GO:0048477
CCFQ1_DN6577_c0_g1_i3.p1	GO:0005789, GO:0035269, GO:0006506, GO:0004169, GO:0004582, GO:0005783, GO:0019348
CCFQ1_DN11117_c0_g1_i1.p1	GO:0090043, GO:0051302, GO:0051726, GO:0005634, GO:0035064, GO:0140672, GO:0035522, GO:0031063, GO:0006357, GO:0000124, GO:0044154, GO:0006325
CCFQ1_DN21059_c0_g1_i1.p1	GO:0005654, GO:0043539, GO:0042802, GO:0005829, GO:0019901, GO:0032991, GO:0005938, GO:0016032, GO:0005783, GO:0045120
CCFQ1_DN15597_c0_g1_i1.p1	GO:0004180, GO:0009609, GO:0007552, GO:0016486, GO:0008237, GO:0007291, GO:0046872, GO:0019953, GO:0008241, GO:0005615, GO:0005576, GO:0005886, GO:0005515, GO:0007289
CCFQ1_DN31565_c0_g1_i1.p1	GO:0071805, GO:0043022, GO:0016021, GO:0005739, GO:0007269, GO:0005509, GO:0005743, GO:0015386, GO:0070584, GO:0098793, GO:0006851, GO:0005432, GO:0035725, GO:1902600, GO:0071456, GO:0006875
CCFQ1_DN7673_c0_g1_i1.p1	GO:0035615, GO:0050750, GO:0005546, GO:0006911, GO:0035612, GO:0001540, GO:0006869, GO:0006915, GO:0001784, GO:0030159, GO:0035650, GO:0005737, GO:0006909
CCFQ1_DN2054_c0_g2_i2.p1	GO:0016021, GO:0016020, GO:0046718, GO:1990846, GO:0019064
CCFQ1_DN17112_c0_g1_i2.p1	GO:0004568, GO:0006032, GO:0008061, GO:0005576, GO:0000272, GO:0009620
CCFQ1_DN25255_c0_g1_i1.p1	GO:2001237, GO:0046329, GO:0051607, GO:0005654, GO:0043124, GO:0005634, GO:0005694, GO:0035064, GO:0003714, GO:0034243, GO:0003690, GO:0008270, GO:0045892, GO:0006325
CCFQ1_DN4998_c0_g1_i1.p1	GO:0046872, GO:0005634, GO:0004747, GO:0019303, GO:0046835, GO:0005524, GO:0005737, GO:0020015
CCFQ1_DN3397_c0_g1_i1.p1	GO:0015179, GO:0016021, GO:0016323, GO:0005886, GO:1902475, GO:0015807
CCFQ1_DN16733_c0_g1_i1.p1	GO:0009790, GO:0005634, GO:0045893, GO:0000981, GO:0042471, GO:0060037, GO:0055007, GO:0006357, GO:0001708, GO:0072513, GO:0048752, GO:0043583, GO:0014032, GO:0000978, GO:0060017, GO:0043282, GO:0060429, GO:0007507, GO:0001755, GO:0048538, GO:0060536, GO:0048703, GO:0001947, GO:0042803, GO:0060023
CCFQ1_DN11028_c0_g1_i1.p1	GO:0071014, GO:0005515, GO:0005684, GO:0045292
CCFQ1_DN18512_c0_g1_i1.p1	GO:0048536, GO:0005654, GO:0009986, GO:0005886, GO:0016021, GO:0016323, GO:0005427, GO:0016339, GO:0033626, GO:0007229, GO:0030054, GO:0005509, GO:0007156, GO:0045296, GO:0016342, GO:0035672, GO:0002314, GO:0002315, GO:0005178
CCFQ1_DN13722_c0_g1_i3.p1	GO:0046872, GO:0005739, GO:0005634, GO:0000976, GO:0006979
CCFQ1_DN3729_c0_g1_i6.p1	GO:0044322, GO:1904380, GO:0017148, GO:0008285, GO:0012505, GO:2000060, GO:0005783, GO:0016021, GO:0036513, GO:0031648, GO:0016567, GO:0036503, GO:0008270, GO:0038023, GO:0061630, GO:0005789, GO:0002020, GO:0060628, GO:0070613
CCFQ1_DN9786_c0_g1_i2.p1	GO:0018991, GO:0055120, GO:0030017, GO:0005524, GO:0006464, GO:0005783
CCFQ1_DN17743_c0_g1_i1.p1	GO:0005777, GO:0016021, GO:0005739, GO:0005741, GO:0005778, GO:0140567, GO:0045211, GO:0140570, GO:0045202, GO:0005886, GO:0016887, GO:0005524
CCFQ1_DN13910_c0_g1_i2.p1	GO:0007399, GO:0008045, GO:0045087, GO:0008083, GO:0002225, GO:0031637, GO:0005615, GO:0005576, GO:0008592, GO:0005121, GO:0008063, GO:0021556, GO:0010941
CCFQ1_DN15868_c0_g1_i1.p1	GO:0005634, GO:0046983, GO:0003677, GO:0006357
CCFQ1_DN6536_c0_g1_i3.p1	GO:0035373, GO:0043065, GO:0014823, GO:0005783, GO:0005604, GO:0008083, GO:0030501, GO:0043932, GO:0007420, GO:0021794, GO:0042246, GO:0071305, GO:2000347, GO:0071456, GO:0001889, GO:0007507, GO:1903706, GO:0009410, GO:0005615, GO:0005737, GO:0021510, GO:1904395, GO:0032355, GO:0048477, GO:0021549, GO:0004864, GO:2000036, GO:0016525, GO:0032991, GO:2000738, GO:0019901, GO:0005576, GO:0007612, GO:0048680, GO:0044849, GO:0002232, GO:0098794, GO:0140059, GO:1900272, GO:0010996, GO:0050680, GO:0007613, GO:0048471, GO:0043086, GO:0010594, GO:0002690, GO:0031594, GO:0005178, GO:0010811, GO:0043113, GO:0045545, GO:0032570, GO:0060291, GO:0060041, GO:0030336, GO:0030902, GO:0030324, GO:0060253, GO:1900006, GO:1904373, GO:0007229, GO:0098793, GO:1990089, GO:0038085, GO:0034644, GO:0048714, GO:0060221, GO:0031104, GO:0030282, GO:0046697, GO:0008201, GO:1904397, GO:0009986, GO:0005886, GO:1904399, GO:0035374, GO:0051781, GO:0008360, GO:1904389, GO:1904391, GO:0031641, GO:0036120, GO:0007406, GO:0045837, GO:0045446, GO:0072201
CCFQ1_DN3485_c0_g1_i1.p1	GO:0009611, GO:0007526, GO:0061760, GO:0002347, GO:0006967, GO:0005576, GO:0005121, GO:0008063, GO:0008083, GO:0021556, GO:0035212, GO:0050829, GO:0006965, GO:0031640, GO:0045752, GO:0008045, GO:0050830, GO:0042542, GO:0007310, GO:0005615, GO:0005125, GO:0042803, GO:0009953
CCFQ1_DN11831_c0_g1_i1.p1	GO:0030915, GO:0005694, GO:0005634, GO:0005829, GO:0016032, GO:0005737, GO:0005515
CCFQ1_DN180_c0_g1_i18.p1	GO:0062129, GO:0040003, GO:0008011, GO:0008010
CCFQ1_DN150_c3_g2_i1.p1	GO:0009416, GO:0005243, GO:0016021, GO:0055085, GO:0005886, GO:0009881, GO:0005921, GO:0006811, GO:0016264
CCFQ1_DN1699_c0_g1_i1.p1	GO:0070461, GO:0006338, GO:0046872, GO:0035066, GO:0005634, GO:0005694, GO:0003682, GO:0045893, GO:0003677, GO:0006357, GO:0003713
CCFQ1_DN10847_c0_g2_i2.p1	GO:0016021, GO:0005764, GO:0055085, GO:0005765, GO:0022857
CCFQ1_DN8422_c0_g1_i6.p1	GO:0062129, GO:0040003, GO:0042302
CCFQ1_DN20933_c0_g1_i1.p1	GO:0005634, GO:0005886, GO:0046760, GO:0005737, GO:0005515
CCFQ1_DN22995_c0_g1_i1.p1	GO:0016021, GO:0004930, GO:0042594, GO:0008340, GO:0005886, GO:0007166, GO:0048856, GO:0007186
CCFQ1_DN5868_c0_g1_i4.p1	GO:0004672, GO:0023052, GO:0007168, GO:0007154, GO:0019934, GO:0001653, GO:0004383, GO:0005886, GO:0006468, GO:0050896, GO:0006182, GO:0005887, GO:0005524, GO:0005525
CCFQ1_DN14395_c0_g1_i7.p1	GO:0005201, GO:0005576, GO:0007594
CCFQ1_DN5008_c0_g1_i1.p1	GO:0005789, GO:0016021, GO:0005783, GO:0005515, GO:0006613
CCFQ1_DN11140_c0_g1_i2.p1	GO:0006979, GO:0006915, GO:0009968, GO:0005249, GO:0005737, GO:0008258, GO:0032006
CCFQ1_DN1509_c1_g1_i1.p1	GO:0016021, GO:0008320, GO:0005739, GO:0006626, GO:0015288, GO:0005741, GO:0046930, GO:0030150, GO:0006811, GO:0005742
CCFQ1_DN6651_c0_g1_i1.p1	GO:0050658, GO:0006897, GO:0035194, GO:0005576, GO:0030246
CCFQ1_DN760_c0_g1_i1.p1	GO:0005739, GO:0005634, GO:0030170, GO:0005829, GO:0034276, GO:0016212, GO:0005737, GO:0097052, GO:0047536
CCFQ1_DN867_c0_g1_i2.p1	GO:0008289, GO:0005886, GO:0016021, GO:0007338
CCFQ1_DN5482_c0_g1_i1.p1	GO:0042127, GO:0007165, GO:0031214, GO:0005576, GO:0030345, GO:0008083, GO:0042475, GO:0007155
CCFQ1_DN3287_c0_g1_i5.p1	GO:0004713, GO:0004712, GO:0018108, GO:0016324, GO:0016323, GO:0005524, GO:0106310, GO:0005737, GO:0004674
CCFQ1_DN33626_c0_g1_i1.p2	GO:0005777, GO:0005634, GO:0043065, GO:0007283, GO:0005515
CCFQ1_DN25514_c0_g1_i1.p1	GO:0005773, GO:0016021, GO:0046786, GO:0009705, GO:0005515
CCFQ1_DN42094_c0_g1_i1.p1	GO:0007165, GO:0005737, GO:0003968
CCFQ1_DN3440_c0_g1_i1.p1	GO:0019511, GO:0005634, GO:0031418, GO:0031543, GO:0006449, GO:0005506, GO:0005737
CCFQ1_DN28038_c0_g1_i1.p1	GO:0004712, GO:0005634, GO:0005524, GO:0006468, GO:0106310, GO:0004674
CCFQ1_DN8720_c1_g1_i1.p1	GO:0005856, GO:0051897, GO:0030335, GO:0005634, GO:0005815, GO:0005874, GO:0005938, GO:0060491, GO:0043014, GO:0000922
CCFQ1_DN9079_c0_g1_i1.p1	GO:0034219, GO:0005886, GO:0005887, GO:0051119
CCFQ1_DN31423_c0_g1_i1.p1	GO:0038023, GO:0016021, GO:0005178, GO:0033627, GO:0007160, GO:0016020, GO:1901388, GO:0007229, GO:0071944, GO:0034685, GO:0005925
CCFQ1_DN37494_c0_g1_i1.p1	GO:0016605, GO:0035563, GO:0032212, GO:0015030, GO:0005654, GO:0044877, GO:0005694, GO:0005634, GO:0005813, GO:0005829, GO:0051973, GO:0000781, GO:0042802, GO:0003691, GO:0045893, GO:1990837, GO:0005737, GO:0000122
CCFQ1_DN9673_c0_g1_i2.p1	GO:0039700, GO:0016021, GO:0044177, GO:0016020, GO:0044175, GO:0044178, GO:0017176, GO:0060141, GO:0020002, GO:0044174
CCFQ1_DN2595_c0_g1_i2.p1	GO:0022008, GO:0007163, GO:0005634, GO:0048013, GO:0009950, GO:0045545, GO:0009986, GO:0031410, GO:0005886, GO:0005109, GO:0032053, GO:0042802, GO:0090179, GO:0060271, GO:0060027, GO:0090630, GO:0001843, GO:0060070, GO:0050821, GO:0035556, GO:0035253, GO:0001736, GO:0001702, GO:0005929, GO:0005829, GO:0046875, GO:0005737, GO:0009948
CCFQ1_DN1743_c0_g1_i1.p1	GO:0016442, GO:0006402, GO:0005634, GO:0003723, GO:0007283, GO:0005829, GO:0004519, GO:0031047, GO:0005737, GO:0005515, GO:0090305, GO:0010529
CCFQ1_DN3809_c0_g1_i1.p1	GO:0021537, GO:0001228, GO:0005634, GO:0021846, GO:0002070, GO:1990086, GO:0021978, GO:0070306, GO:0097402, GO:0021798, GO:0014016, GO:1902692, GO:0000978, GO:0021983, GO:0007420, GO:0045665, GO:0005667, GO:0045892, GO:0045944, GO:1901987, GO:1902742, GO:0003404, GO:0002088, GO:0061074, GO:0007601, GO:0001654, GO:0001222, GO:0009946, GO:0000785
CCFQ1_DN27226_c0_g1_i1.p1	GO:0005739, GO:0019150, GO:0019321, GO:0046835, GO:0070050
CCFQ1_DN1689_c0_g1_i1.p1	GO:0046872, GO:0005739, GO:0008479, GO:0005741, GO:0101030, GO:1990234, GO:0042803, GO:0046982, GO:0005737
CCFQ1_DN42961_c0_g1_i1.p1	GO:0005739, GO:0006122, GO:0005515, GO:0005758
CCFQ1_DN15316_c0_g1_i1.p1	GO:0005829, GO:0016567, GO:0005737, GO:0035556, GO:0005515, GO:0061630
CCFQ1_DN7735_c0_g1_i5.p1	GO:0007608, GO:0051402, GO:0045494, GO:0016042, GO:0034236, GO:0005886, GO:0005783, GO:0072657, GO:0016021, GO:0046470, GO:0034349, GO:0007272, GO:0006643, GO:2000480, GO:0004622, GO:0005789, GO:0102545, GO:0005737, GO:0007399, GO:0061024
CCFQ1_DN7755_c0_g1_i4.p1	GO:0043547, GO:1903358, GO:0005902, GO:0046872, GO:0005634, GO:1901981, GO:0005096, GO:0001745, GO:0005886, GO:1903829, GO:0005912, GO:0045177, GO:0005737, GO:0005515, GO:1990386
CCFQ1_DN5194_c0_g1_i1.p1	GO:0034587, GO:0043186, GO:0003723, GO:0031047, GO:0042803, GO:0051321, GO:0008408
CCFQ1_DN3231_c0_g1_i2.p1	GO:0031461, GO:0006511, GO:0016567, GO:0090734, GO:0031625
CCFQ1_DN16739_c0_g1_i1.p1	GO:0044782, GO:0061371, GO:0015629, GO:0005886, GO:0030041, GO:0005737, GO:0005515
CCFQ1_DN33524_c0_g1_i1.p1	GO:0043130, GO:0070286, GO:1990062, GO:0120293, GO:0006915, GO:0050821, GO:0005737
CCFQ1_DN10631_c0_g1_i2.p1	GO:0005634, GO:0039694, GO:0003723, GO:0005730
CCFQ1_DN24677_c0_g1_i1.p1	GO:0051123, GO:0005634, GO:0070847, GO:0060261, GO:0016592, GO:0032968, GO:0001113, GO:0000122, GO:0003713
CCFQ1_DN43130_c0_g1_i1.p1	GO:0005856, GO:0045724, GO:0005813, GO:0019902, GO:0004864, GO:0048570, GO:1903724, GO:0005814, GO:0005737, GO:0010923
CCFQ1_DN39005_c0_g1_i1.p1	GO:0005634, GO:0005829, GO:0046982, GO:0045116, GO:0005524, GO:0005737, GO:0019781
CCFQ1_DN5342_c0_g1_i5.p1	GO:0061827, GO:0005654, GO:0005730, GO:0046872, GO:0005829, GO:0030431, GO:0009395, GO:0048471, GO:0010634, GO:0005737, GO:0045120, GO:0035556, GO:0004435
CCFQ1_DN28025_c0_g1_i1.p1	GO:0010008, GO:0051015, GO:0030050, GO:0005886, GO:0005769, GO:0071944, GO:0006892, GO:0000146, GO:0045177, GO:0032588, GO:0007399, GO:0005902, GO:0033572, GO:0005903, GO:0030175, GO:0005546, GO:0048471, GO:0051017, GO:0005524, GO:0016459, GO:0015629, GO:0005547, GO:0005516, GO:0005737, GO:0005884
CCFQ1_DN17845_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0039686, GO:0003677, GO:0006260
CCFQ1_DN4932_c0_g1_i1.p1	GO:0005886, GO:1902600, GO:0015252, GO:0016021
CCFQ1_DN42602_c0_g1_i1.p1	GO:0046872, GO:0043565, GO:0005634, GO:0006357, GO:0000981
CCFQ1_DN32585_c0_g1_i1.p1	GO:0003676, GO:0005654, GO:0005634, GO:0006397, GO:0035194, GO:0031053
CCFQ1_DN40603_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN22683_c0_g1_i1.p1	GO:0003964, GO:0006508, GO:0006278, GO:0006310, GO:0046872, GO:0005634, GO:0003723, GO:0004519, GO:0004190, GO:0003677, GO:0015074, GO:0005737, GO:0003887, GO:0090305
CCFQ1_DN4596_c0_g2_i2.p1	GO:0004104, GO:0048856, GO:0005576
CCFQ1_DN28111_c0_g1_i1.p1	GO:0008270, GO:0016567, GO:0005737, GO:0061630, GO:0007265
CCFQ1_DN20015_c0_g1_i1.p1	GO:0033041, GO:0001582, GO:0016021, GO:0050909, GO:0007165, GO:0030424, GO:0005886, GO:0043025, GO:0030425
CCFQ1_DN10779_c1_g1_i2.p1	GO:0005216, GO:0044177, GO:0016020, GO:0019031, GO:0046718, GO:0042802, GO:0055036, GO:0020002, GO:0019064
CCFQ1_DN27866_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN18417_c0_g1_i1.p1	GO:0000422, GO:0016021, GO:0016236, GO:0005739, GO:0016020, GO:0005515
CCFQ1_DN42273_c0_g1_i1.p1	GO:0046872, GO:0000978, GO:0005634, GO:0006357, GO:0000981
CCFQ1_DN5663_c0_g1_i2.p1	GO:0034220, GO:0005515, GO:0016020, GO:0016021
CCFQ1_DN28552_c0_g1_i1.p1	GO:0005919, GO:0016021, GO:0004930, GO:0008366, GO:0030866, GO:0048149, GO:0035095, GO:0007419, GO:0005886, GO:0019991, GO:0060857, GO:0048148, GO:0007186
CCFQ1_DN1333_c1_g1_i1.p2	GO:0009954, GO:0001228, GO:0021766, GO:0005634, GO:1902871, GO:0045746, GO:0003682, GO:0003727, GO:0021544, GO:0048755, GO:0048701, GO:0021879, GO:0021772, GO:0042475, GO:0000978, GO:0048706, GO:0046533, GO:0000122, GO:0048715, GO:0045944, GO:0021893, GO:0021892, GO:0051216
CCFQ1_DN386_c0_g1_i6.p1	GO:0005977, GO:0005886, GO:0005964, GO:0005516
CCFQ1_DN18011_c0_g1_i1.p1	GO:0008474, GO:0016021, GO:0032839, GO:0002084, GO:0016020
CCFQ1_DN13593_c0_g1_i1.p1	GO:0015918, GO:0007005, GO:0009507, GO:0045333, GO:0005524
CCFQ1_DN3032_c1_g2_i1.p1	GO:0030496, GO:0000775, GO:0005730, GO:0005634, GO:0008270, GO:0035167
CCFQ1_DN3100_c2_g1_i1.p1	GO:0016021, GO:0008328, GO:0001966, GO:0032589, GO:0016247, GO:0005886, GO:0045202, GO:0045211, GO:0051968, GO:0006972, GO:0008344, GO:0040012, GO:0005515
CCFQ1_DN25714_c0_g1_i1.p3	GO:0000775, GO:0005680, GO:0005694, GO:0005634, GO:0000776, GO:0005829, GO:0005737, GO:0005198, GO:0009399
CCFQ1_DN36377_c0_g1_i1.p1	GO:0007635, GO:0004672, GO:0016021, GO:0007168, GO:0010038, GO:0001653, GO:0004383, GO:0005886, GO:0006468, GO:0006182, GO:0005524, GO:0035556, GO:0005525, GO:0006935
CCFQ1_DN17277_c0_g1_i1.p1	GO:0016021, GO:0008289, GO:0046872, GO:0005739, GO:0016020, GO:0004222, GO:0033617, GO:0005737
CCFQ1_DN5335_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN2993_c0_g1_i1.p1	GO:0005634, GO:0006397, GO:0036396, GO:0030237, GO:0001734, GO:0080009, GO:0000381, GO:0008380, GO:0030154, GO:0003729, GO:0005737, GO:0007548
CCFQ1_DN41250_c0_g1_i1.p1	GO:0006310, GO:0010845, GO:0005634, GO:0006281, GO:0005694, GO:0062037, GO:1905168, GO:0003723, GO:0051321, GO:0003690, GO:0003697
CCFQ1_DN18067_c0_g1_i2.p1	GO:0043065, GO:0005829, GO:0031552, GO:0043231, GO:0005737, GO:0005515
CCFQ1_DN15976_c0_g2_i1.p1	GO:0005856, GO:0030295, GO:0031028, GO:0071958, GO:0007049, GO:0051301, GO:0032147, GO:0005737, GO:0005515
CCFQ1_DN14992_c0_g1_i1.p1	GO:0090278, GO:0036401, GO:0007218, GO:0005886, GO:0005887, GO:0070328
CCFQ1_DN20051_c0_g1_i1.p1	GO:0005085, GO:1990070, GO:1990072, GO:0016236, GO:0005634, GO:1990071, GO:0006888, GO:0005829, GO:0005515, GO:0006891, GO:0005783, GO:0005794, GO:0005635, GO:0006886
CCFQ1_DN36638_c0_g1_i1.p1	GO:0010496, GO:0046907, GO:0009506, GO:0005783, GO:0005515
CCFQ1_DN43216_c0_g1_i1.p1	GO:0005654, GO:0005634, GO:0070822, GO:0042826, GO:0016575, GO:0000122
CCFQ1_DN470_c0_g1_i1.p1	GO:0005654, GO:0005634, GO:0030686, GO:0003729, GO:0005525, GO:0005739, GO:0000462, GO:0016887, GO:0034511, GO:0005515, GO:2000232, GO:0032040, GO:0003924, GO:0005524, GO:0005730, GO:0042274, GO:0042254, GO:0005737, GO:0000480, GO:0000472
CCFQ1_DN495_c0_g1_i2.p1	GO:0006508, GO:0030574, GO:0030198, GO:0009897, GO:0030246
CCFQ1_DN1401_c0_g2_i1.p1	GO:0043565, GO:0042594, GO:0005634, GO:0060159, GO:0045938, GO:0000981, GO:0030154, GO:0006357, GO:0001964
CCFQ1_DN11876_c0_g1_i2.p1	GO:0005739, GO:0006694, GO:0034237, GO:0000062, GO:0000139, GO:0005794
CCFQ1_DN32092_c0_g1_i1.p1	GO:0006355, GO:0005634, GO:0003677
CCFQ1_DN43532_c0_g1_i1.p1	GO:0015711, GO:0016021, GO:0070327, GO:0055085, GO:0005886, GO:0015349, GO:0008514
CCFQ1_DN73_c0_g3_i1.p1	GO:0006406, GO:0043248, GO:0000502, GO:0000724, GO:0008541, GO:0005524
CCFQ1_DN8280_c0_g1_i1.p1	GO:0031510, GO:0005634, GO:0016925, GO:0019948, GO:0005737, GO:0005515
CCFQ1_DN8100_c0_g2_i1.p1	GO:0031406, GO:0036140, GO:0042265, GO:0005634, GO:0030947, GO:0045746, GO:0036138, GO:0036139, GO:0042264, GO:0048471, GO:0071532, GO:0008270, GO:1901343, GO:0061428, GO:0042803, GO:0008198, GO:0005737, GO:0102113
CCFQ1_DN23081_c0_g1_i1.p1	GO:0032212, GO:0005634, GO:1904355, GO:0051973, GO:0005737, GO:2000480, GO:0004862
CCFQ1_DN40872_c0_g1_i1.p1	GO:0019076, GO:0044163, GO:0042025, GO:0019028, GO:0019013, GO:0003723, GO:0046718, GO:0003677, GO:0030430, GO:0075521, GO:0039702
