PAVE1_DN73601_c0_g1_i1.p1	GO:0005634, GO:0051059, GO:0051092
PAVE1_DN3620_c0_g1_i1.p1	GO:0032727, GO:0008270, GO:0045944, GO:0042995, GO:0016887, GO:0003724, GO:0071360, GO:0032757, GO:0010467, GO:0060760, GO:0005737, GO:1990904, GO:0005525, GO:0140374, GO:0003727, GO:0009597, GO:0032755, GO:0005923, GO:0015629, GO:0032760, GO:0042802, GO:0003690, GO:0051091, GO:0032728, GO:0005886, GO:0002735, GO:0005524, GO:0002230, GO:0032587, GO:0039529, GO:0003725, GO:0005829, GO:0031625, GO:0032725, GO:0030334
PAVE1_DN378_c0_g2_i1.p1	GO:0020023, GO:0016992, GO:0009249, GO:0009107, GO:0102552, GO:0102553, GO:0005737, GO:0005506, GO:0051539, GO:0005739
PAVE1_DN7058_c0_g2_i6.p1	GO:0046872, GO:0016021, GO:0061630, GO:0016567, GO:0045087, GO:0005886, GO:0060339, GO:0006511
PAVE1_DN47334_c0_g1_i1.p1	GO:0030430, GO:0039722, GO:0042802, GO:0039723, GO:0030683, GO:0039644
PAVE1_DN10609_c2_g2_i1.p1	GO:0036316, GO:0016021, GO:0032937, GO:0032869, GO:0005789, GO:0032933, GO:0006695, GO:0008142, GO:0005783
PAVE1_DN26177_c0_g1_i1.p1	GO:0014069, GO:0006607, GO:0060828, GO:0005515, GO:0098978, GO:0008139, GO:0005654, GO:0042981, GO:0005634, GO:0005737, GO:0061608, GO:0014841, GO:0005829, GO:0099527, GO:0043403, GO:0030425, GO:0014901, GO:0042564
PAVE1_DN78033_c0_g1_i1.p2	GO:0031509, GO:0007338, GO:0048477, GO:0005634, GO:0005694, GO:0001556, GO:0006997, GO:0042692, GO:0030527, GO:0032200, GO:0031508, GO:0000785, GO:0090230, GO:1902340, GO:0043987, GO:0003677, GO:0006336, GO:0008584, GO:0006334, GO:0007283, GO:0007286, GO:0046982, GO:0007566, GO:2000751, GO:0007420, GO:0001649, GO:0008283, GO:0030307, GO:0000786, GO:0035264, GO:0009725
PAVE1_DN70449_c0_g1_i1.p1	GO:0030246, GO:0016021, GO:0016020, GO:0030683, GO:0055036, GO:0043657, GO:0044177, GO:0019031, GO:0044156, GO:0044178, GO:0020002
PAVE1_DN48904_c0_g1_i1.p1	GO:0015630, GO:0007269, GO:0003924, GO:0048488, GO:0098793, GO:0045196, GO:0005737, GO:0005525, GO:0006457, GO:0000132, GO:0048731
PAVE1_DN54478_c0_g1_i1.p1	GO:0000122, GO:0032825, GO:0046872, GO:0005654, GO:0045087, GO:0030154, GO:0002711, GO:0005634, GO:0031965, GO:0048538, GO:0016604, GO:0034644, GO:0005813, GO:0019985, GO:2000176, GO:0006338, GO:0042789, GO:0051260
PAVE1_DN26062_c0_g1_i1.p1	GO:0005515, GO:0007283, GO:0005737, GO:0005929, GO:0043204
PAVE1_DN190_c1_g1_i4.p1	GO:0005634, GO:0003723, GO:0005829, GO:0009267
PAVE1_DN24339_c0_g1_i4.p2	GO:0098609, GO:0005634, GO:0005737, GO:0000978, GO:0000981, GO:0009792, GO:0006357
PAVE1_DN1120_c1_g2_i1.p1	GO:0009627, GO:0005515, GO:0051572, GO:0005634, GO:0043966, GO:0006281, GO:0002215, GO:0030915, GO:0000976, GO:0010113, GO:0045892, GO:0016444, GO:0009626
PAVE1_DN83607_c0_g1_i1.p1	GO:0046872, GO:0040039, GO:0051256, GO:0000793, GO:0051301, GO:0005819, GO:1901970, GO:0030496, GO:0040014, GO:0032133, GO:0090267, GO:0005737, GO:0006357, GO:0051233, GO:0000281, GO:0016573, GO:0030261, GO:0000278, GO:0018991, GO:0007059, GO:0015630, GO:0051321
PAVE1_DN28924_c0_g1_i1.p1	GO:0051493, GO:0016021, GO:0005515, GO:0005654, GO:0016020, GO:0033147, GO:0006469, GO:0043627
PAVE1_DN6864_c1_g1_i11.p1	GO:0004674, GO:0006468, GO:0016021, GO:0016020, GO:0005524
PAVE1_DN56307_c0_g1_i1.p1	GO:1904423, GO:0019408, GO:0016021, GO:0006486, GO:0005789, GO:0005783, GO:0045547
PAVE1_DN3568_c0_g1_i50.p1	GO:0005923, GO:0005515, GO:0008104, GO:0016459
PAVE1_DN4646_c0_g1_i1.p1	GO:0016020, GO:0033617, GO:0016021, GO:0005515
PAVE1_DN43514_c0_g1_i1.p1	GO:0005515, GO:0007286, GO:0005634, GO:0051321, GO:0005730, GO:0000795
PAVE1_DN71699_c0_g1_i1.p1	GO:0042592, GO:0005576, GO:0005886, GO:0007411, GO:0098632, GO:0007155
PAVE1_DN46768_c0_g1_i1.p1	GO:0030674, GO:0007088, GO:0005634, GO:0030154, GO:0005901, GO:0097110, GO:0007029, GO:0043547, GO:0051480, GO:0019076, GO:0005887, GO:0019901, GO:0007005, GO:0002080, GO:0005737, GO:0048278, GO:0060161, GO:0044794, GO:0031748, GO:0048741, GO:0019065, GO:0042803, GO:0071711, GO:0046982, GO:0070836, GO:0043410, GO:0042383, GO:0005794, GO:0001937, GO:0001938, GO:0008286, GO:0048471, GO:0030512, GO:0002095, GO:0031234, GO:0000139, GO:0030133, GO:0005925, GO:0006906
PAVE1_DN13389_c0_g1_i1.p1	GO:0016567, GO:0005829, GO:0003677, GO:0006511, GO:0000151
PAVE1_DN25_c0_g2_i1.p1	GO:0000122, GO:0005515, GO:0005634, GO:0007507, GO:1990112, GO:0003714, GO:0003677
PAVE1_DN49311_c0_g1_i1.p1	GO:0016021, GO:0097527, GO:2001269, GO:0045121, GO:0097192, GO:0005031, GO:0006924, GO:0031265, GO:0033209, GO:0005886, GO:0032872, GO:0006955, GO:0043066, GO:0005516, GO:0009897, GO:0097049
PAVE1_DN6050_c0_g1_i2.p1	GO:0005856, GO:0008233, GO:0006508, GO:0030018, GO:0005737
PAVE1_DN18845_c0_g2_i1.p1	GO:0015074, GO:0004519, GO:0008270, GO:0035613, GO:0006278, GO:0005737, GO:0003964, GO:0090305
PAVE1_DN20750_c0_g1_i1.p1	GO:0005515, GO:0007088, GO:0005634, GO:0007049, GO:0035307, GO:0051301, GO:0005694, GO:0051983
PAVE1_DN68229_c0_g1_i1.p1	GO:0051321, GO:0005515, GO:0005576
PAVE1_DN69978_c0_g1_i1.p1	GO:0006487, GO:0016020, GO:0016021, GO:0019911
PAVE1_DN77056_c0_g1_i1.p1	GO:0005856, GO:0106310, GO:0004674, GO:0006468, GO:0005634, GO:0005737, GO:0032465, GO:0000278, GO:0005813, GO:0007099, GO:0005524, GO:0005814, GO:0000922, GO:0004712
PAVE1_DN3032_c1_g2_i1.p1	GO:0016020, GO:0005515, GO:0016021, GO:0006970
PAVE1_DN8695_c2_g1_i4.p1	GO:0005929, GO:0030466, GO:0005515, GO:0097546
PAVE1_DN929_c0_g1_i8.p1	GO:0008270, GO:0005515, GO:0034051, GO:0071456, GO:0005886
PAVE1_DN10362_c0_g1_i8.p1	GO:0005515, GO:0016021, GO:0005905, GO:0005041, GO:0006897
PAVE1_DN7609_c0_g1_i4.p1	GO:0031146, GO:0005515, GO:0019005
PAVE1_DN38805_c0_g1_i1.p1	GO:0005125, GO:0005615, GO:0007165
PAVE1_DN28629_c0_g1_i1.p1	GO:0006914, GO:0043161, GO:1903076, GO:0005515, GO:0010468, GO:0031398, GO:0005978, GO:0046872, GO:0005634, GO:0061630, GO:0034976, GO:0048471, GO:0005829, GO:0005783, GO:0045859, GO:0000209
PAVE1_DN4048_c0_g1_i5.p1	GO:0046872, GO:0004674, GO:0006468, GO:0106310, GO:0005737, GO:0032126, GO:0005524, GO:0004712
PAVE1_DN60992_c0_g1_i1.p1	GO:0004623, GO:0030317, GO:0007283, GO:0030430, GO:0030332, GO:0030154, GO:0007291, GO:0042025, GO:0044177, GO:0019033
PAVE1_DN25419_c0_g1_i2.p1	GO:0046872, GO:0030674, GO:0001650, GO:0005654, GO:0005634, GO:0048786, GO:0045944, GO:0000492, GO:0016363, GO:0005730, GO:0003677, GO:0070761, GO:0030515, GO:0042802, GO:0045202, GO:0008023, GO:0005726, GO:0006396, GO:0051117
PAVE1_DN23875_c0_g1_i2.p1	GO:0008009, GO:0005615, GO:0004866, GO:0006958, GO:0005576, GO:0006954, GO:0006957
PAVE1_DN49859_c0_g1_i1.p1	GO:0072686, GO:0016021, GO:0005615, GO:0071222, GO:0005515, GO:0005654, GO:0045087, GO:0031666, GO:0006954, GO:0002322, GO:0005730, GO:0005886, GO:0031012
PAVE1_DN13300_c1_g1_i1.p1	GO:0031902, GO:0004143, GO:0019722, GO:0005794, GO:0005789, GO:0017050, GO:0005737, GO:0005768, GO:0046512, GO:0008481, GO:0005886, GO:0003951, GO:0046834, GO:0000139, GO:0005524, GO:0005783
PAVE1_DN14207_c0_g1_i1.p1	GO:0005737, GO:0055120, GO:0015031, GO:0031625, GO:1990756
PAVE1_DN24451_c0_g1_i1.p1	GO:0005634, GO:0062023, GO:0016324, GO:0009986, GO:0006978, GO:0003712, GO:0000785, GO:0005737, GO:1902166, GO:0010944, GO:0090240, GO:0002039, GO:0005886, GO:0000978, GO:0070062, GO:0033629, GO:0016021, GO:0006977, GO:0036003
PAVE1_DN235_c1_g2_i2.p1	GO:0003682, GO:0120162, GO:0016021, GO:0050873, GO:0016020, GO:0045944, GO:0008284, GO:0042742, GO:0009409, GO:0043066, GO:0040015
PAVE1_DN38786_c0_g1_i1.p1	GO:0032496, GO:0019901, GO:0006397, GO:0005654, GO:0005634, GO:0070935, GO:0006954, GO:0035925
PAVE1_DN68792_c0_g1_i2.p1	GO:0090161, GO:0006914, GO:0046872, GO:0005802, GO:0034620, GO:0005794, GO:0070530, GO:0005737, GO:0048471, GO:0005776, GO:0055037, GO:0016192
PAVE1_DN2086_c0_g1_i1.p1	GO:0050790, GO:0030234, GO:0005634, GO:0005509, GO:0043332, GO:0035841, GO:0032153, GO:0035840, GO:0035974, GO:0005856, GO:0031322, GO:0005737, GO:0044732, GO:0005515, GO:1902441, GO:0000935, GO:0030437, GO:0061493, GO:0045160, GO:0051300, GO:0005829, GO:0090307
PAVE1_DN66754_c0_g1_i1.p1	GO:0035145, GO:0048306, GO:0007051
PAVE1_DN77414_c0_g1_i1.p1	GO:0060287, GO:0005856, GO:0005515, GO:0005737, GO:0060285, GO:0036159, GO:0005814
PAVE1_DN714_c2_g1_i2.p1	GO:0005654, GO:0005634, GO:0070691, GO:2000819, GO:0030071, GO:0005829, GO:2000781, GO:0003677, GO:2000045, GO:0006338, GO:0006355
PAVE1_DN77270_c0_g1_i1.p1	GO:0005615, GO:0005515, GO:0098868, GO:0097009, GO:0005576, GO:0007399
PAVE1_DN55267_c0_g1_i1.p1	GO:0005912, GO:0007179, GO:0043114, GO:0044325, GO:0005654, GO:0005509, GO:0016339, GO:0001932, GO:0035307, GO:2000352, GO:0034332, GO:0045766, GO:0060317, GO:2000114, GO:0009986, GO:0007156, GO:0006874, GO:0030513, GO:0050728, GO:0010628, GO:0044331, GO:0030335, GO:0005923, GO:0009897, GO:1902396, GO:0031334, GO:0031115, GO:0031965, GO:0043534, GO:0016342, GO:0070700, GO:0005886, GO:1903142, GO:0045296, GO:0071944, GO:0070051, GO:0001944, GO:0070830, GO:0016021, GO:0019903, GO:1990782, GO:0008285, GO:0000902, GO:0043184, GO:0008013, GO:0001955
PAVE1_DN9368_c0_g1_i3.p1	GO:0002682, GO:0106331, GO:0005737, GO:0106330, GO:0005975, GO:0005764
PAVE1_DN43577_c0_g1_i1.p1	GO:0005634, GO:0005737, GO:0005759, GO:0030488, GO:0052906, GO:0005739
PAVE1_DN5029_c0_g2_i2.p1	GO:0032790, GO:0070651, GO:0070966, GO:1990846, GO:0005739
PAVE1_DN12771_c0_g1_i6.p1	GO:1901048, GO:0030511, GO:0005886, GO:0002020, GO:0045138, GO:0040026, GO:1901046, GO:0042661, GO:0040019, GO:0005887
PAVE1_DN13709_c0_g1_i1.p1	GO:0016021, GO:0005515, GO:0051321, GO:0005789, GO:0005783
PAVE1_DN11332_c1_g1_i1.p1	GO:0000045, GO:0045335, GO:0043539, GO:0042995, GO:0071902, GO:0098586, GO:0019901, GO:1901098, GO:0033138, GO:0000421, GO:0050829, GO:0001891, GO:0005525, GO:0071346, GO:0005739, GO:0050700, GO:0071222, GO:0005770, GO:0044754, GO:0060335, GO:0005886, GO:0050821, GO:0010800, GO:0070431, GO:0030670, GO:0035458, GO:0031648, GO:0061762, GO:0006914, GO:0003924, GO:0061635, GO:0045087, GO:0061739, GO:0005794, GO:0043254, GO:0005789, GO:0005829, GO:0000139, GO:0051434
PAVE1_DN32048_c0_g1_i1.p1	GO:0043197, GO:0006468, GO:0016021, GO:0050832, GO:0010628, GO:0004715, GO:0045087, GO:0030154, GO:0016020, GO:0007169, GO:0031234, GO:0009611, GO:0005925, GO:0005524, GO:0005102
PAVE1_DN78354_c0_g1_i1.p1	GO:0016021, GO:0055085, GO:0016020, GO:0022857, GO:0071702
PAVE1_DN18480_c0_g1_i1.p1	GO:0007283, GO:0005634, GO:0030154, GO:0051015, GO:0030036, GO:0007420, GO:0033150, GO:0032839, GO:0015629
PAVE1_DN41938_c0_g1_i1.p1	GO:0031749, GO:0048471, GO:0030424, GO:0030425, GO:0005886, GO:1903204, GO:0005887, GO:1902883, GO:0072756, GO:0051584
PAVE1_DN3411_c0_g2_i1.p1	GO:0016021, GO:0005515, GO:0001886, GO:0005634, GO:0016020, GO:0001937, GO:0005635, GO:0016525
PAVE1_DN13369_c0_g1_i2.p1	GO:0016021, GO:0008076, GO:0005515, GO:0071805, GO:0005886, GO:0034765, GO:0005249, GO:0051260
PAVE1_DN36912_c0_g1_i1.p1	GO:0071365, GO:0005515, GO:0004842, GO:0016567, GO:0019005, GO:0009734, GO:0005634, GO:0010311, GO:0031146, GO:0051781
PAVE1_DN3718_c0_g3_i2.p1	GO:0000122, GO:0005515, GO:0005654, GO:0005737, GO:0040029, GO:0005829, GO:0005730, GO:0005886, GO:0005925, GO:0043231
PAVE1_DN8989_c0_g2_i1.p1	GO:0000166, GO:0005634, GO:0005829, GO:0032259
PAVE1_DN14896_c2_g1_i5.p1	GO:0005654, GO:0005634, GO:0000014, GO:0042802, GO:0003690, GO:0005737, GO:0031047, GO:0030870
PAVE1_DN36296_c0_g1_i1.p1	GO:0000781, GO:0048367, GO:0005515, GO:0051974, GO:1990879, GO:0044183, GO:0005634, GO:0009408, GO:0000723, GO:0042162, GO:0006457, GO:0032211, GO:0005694, GO:0010521, GO:0019827, GO:0003697
PAVE1_DN23748_c0_g1_i2.p1	GO:0000151, GO:0046872, GO:0048477, GO:0048078, GO:0046329, GO:0032436, GO:0000266, GO:0090141, GO:0005783, GO:0008345, GO:0006511, GO:0001933, GO:0055069, GO:0061734, GO:0061630, GO:0006979, GO:0005737, GO:0005739, GO:0006513, GO:0007283, GO:0031624, GO:0010637, GO:0042981, GO:1900407, GO:0000422, GO:0030382, GO:1904061, GO:1904457, GO:1901526, GO:0008344, GO:0005794, GO:0051865, GO:0005829, GO:0000209, GO:0070050
PAVE1_DN9693_c0_g1_i2.p1	GO:0035194, GO:0006397, GO:0005634, GO:0016020, GO:0005681, GO:0016887, GO:0005524, GO:0008380, GO:0003724, GO:0003723
PAVE1_DN9686_c0_g1_i1.p1	GO:0030282, GO:0016021, GO:0006879, GO:0010039, GO:0046688, GO:0005381, GO:0034755, GO:0043362, GO:0016020, GO:0017046, GO:0035162, GO:0042541
PAVE1_DN10270_c3_g1_i2.p1	GO:0032496, GO:0022614, GO:0045471, GO:0010212, GO:0060384, GO:0030175, GO:0060326, GO:0001666, GO:0009986, GO:0005887, GO:0060945, GO:0005769, GO:0045177, GO:0005178, GO:0005902, GO:0050901, GO:0140039, GO:0034113, GO:0009897, GO:0002544, GO:0008131, GO:0071065, GO:0002526, GO:0030183, GO:0042102, GO:0071356, GO:0070062, GO:0035094, GO:0007157, GO:0007160, GO:0002102, GO:0042383, GO:0005615, GO:0009308, GO:0010043, GO:0005794, GO:1904646, GO:0035584, GO:0007584, GO:0005783, GO:0007568, GO:0035924
PAVE1_DN58091_c0_g1_i1.p1	GO:0045493, GO:0030246, GO:0080176, GO:0061634, GO:0010411, GO:0009044, GO:0005829, GO:0009506, GO:0048046, GO:0071555, GO:0046686, GO:0046556, GO:0009505, GO:0005739
PAVE1_DN26774_c0_g1_i1.p1	GO:0080025, GO:0001917, GO:0005546, GO:0016062, GO:0001786, GO:0050896, GO:0043325, GO:0005576, GO:0010842, GO:0007601, GO:0005547, GO:0019897, GO:0008429, GO:0005886, GO:0031210, GO:0010314, GO:0098984, GO:0005615, GO:0032266, GO:0070273, GO:0051260, GO:0007155
PAVE1_DN5687_c0_g1_i4.p1	GO:0005840, GO:0022627, GO:0000028, GO:0003735, GO:0006412, GO:0070181, GO:0048027, GO:0000462
PAVE1_DN46628_c0_g1_i1.p1	GO:0035694, GO:0005741, GO:0035695, GO:0042802, GO:0005737, GO:0006974, GO:0005739
PAVE1_DN75764_c0_g1_i1.p1	GO:0006729, GO:0003874, GO:0046872, GO:0030430
PAVE1_DN25102_c0_g1_i1.p1	GO:0070213, GO:0044423, GO:0106274
PAVE1_DN49336_c0_g1_i1.p1	GO:0019028, GO:0048315, GO:0031423, GO:0030435, GO:0042025
PAVE1_DN10757_c0_g1_i7.p1	GO:0005886, GO:0007156, GO:0005509, GO:0005887
PAVE1_DN38849_c0_g1_i1.p1	GO:0001764, GO:0097374, GO:0048843, GO:0005509, GO:0048495, GO:0008201, GO:0005576, GO:0033563, GO:0016199, GO:0007399, GO:1905489
PAVE1_DN34396_c0_g1_i1.p1	GO:0140297, GO:0030154, GO:0045944, GO:0046970, GO:0005694, GO:0043204, GO:1900425, GO:0005856, GO:0030496, GO:0022011, GO:0005813, GO:0006471, GO:0070933, GO:0061433, GO:0043491, GO:0010801, GO:0014065, GO:1900226, GO:0044242, GO:0005886, GO:0042826, GO:0051781, GO:0006914, GO:0043161, GO:0090042, GO:0048715, GO:0051321, GO:0034599, GO:0035748, GO:1900119, GO:0072687, GO:0008270, GO:0005634, GO:0070403, GO:0051301, GO:0043219, GO:0043130, GO:0005737, GO:0042177, GO:0033270, GO:0042903, GO:0005814, GO:0045843, GO:0035035, GO:0048471, GO:0005829, GO:0070446, GO:0051987, GO:0098978, GO:2000378, GO:0070932, GO:0099149, GO:0043066, GO:0010507, GO:0045599, GO:0044224, GO:0043209, GO:0003950, GO:0007417, GO:0005739, GO:0045836, GO:0048012, GO:0048487, GO:2000777, GO:0000792, GO:0005874, GO:0071219, GO:0061428, GO:0043388, GO:0007399, GO:0071872, GO:0071456, GO:1900195, GO:0034983, GO:0033010, GO:0031641, GO:0035729, GO:0072686, GO:0003682, GO:0043220, GO:0097456, GO:0030426
PAVE1_DN3034_c0_g1_i2.p1	GO:0002218, GO:0000045, GO:0045087, GO:0051607, GO:0005789, GO:0140704, GO:0016239, GO:0002807, GO:0061059, GO:0061507, GO:0005776, GO:0042742, GO:0061709, GO:0030176, GO:0035438, GO:0005783, GO:0032481
PAVE1_DN10638_c0_g1_i1.p1	GO:0016021, GO:0042802, GO:0005886, GO:0004945, GO:0038166, GO:0008217
PAVE1_DN9279_c0_g1_i1.p1	GO:0030674, GO:0005102, GO:0016560, GO:1990429, GO:0005778, GO:0005777, GO:0015031
PAVE1_DN5334_c0_g1_i1.p1	GO:0003924, GO:0005773, GO:0045335, GO:0005634, GO:0000329, GO:0005770, GO:0005829, GO:0006897, GO:0005525, GO:0061192, GO:0006896, GO:0006886
PAVE1_DN46390_c0_g1_i1.p1	GO:0006814, GO:0005515, GO:0005737
PAVE1_DN4395_c0_g2_i3.p1	GO:0005171, GO:0005634, GO:0051321, GO:0005737, GO:0042138, GO:0005829, GO:0055105, GO:0031625, GO:0007059, GO:0007131, GO:0030998
PAVE1_DN24616_c0_g2_i1.p1	GO:0005515, GO:0030430, GO:0040024, GO:0042025, GO:0019033, GO:0044177
PAVE1_DN14506_c0_g1_i1.p1	GO:0017168, GO:0006751, GO:0005737, GO:0005829, GO:0009506, GO:0005524, GO:0009536
PAVE1_DN3818_c0_g1_i4.p1	GO:0051286, GO:0016021, GO:0034220, GO:0016020, GO:0005794, GO:0022857, GO:0032153
PAVE1_DN5742_c0_g1_i3.p1	GO:2001069, GO:0000164, GO:0005979, GO:0008157
PAVE1_DN10088_c0_g3_i1.p1	GO:0006915, GO:0030154, GO:0005634, GO:0070513, GO:0005886, GO:0097190, GO:0034198, GO:0010507
PAVE1_DN6486_c0_g2_i1.p1	GO:0005819, GO:0016567, GO:0005634, GO:0007049, GO:0009561, GO:0051301, GO:0005680, GO:0031625, GO:0006511
PAVE1_DN19748_c0_g1_i1.p1	GO:0020037, GO:0046872, GO:0019441, GO:0004833, GO:0005829
PAVE1_DN68564_c0_g1_i1.p1	GO:0050790, GO:0030234, GO:0005634, GO:1990830, GO:0005509, GO:0005829
PAVE1_DN8349_c0_g1_i2.p1	GO:0046872, GO:0016021, GO:0005515, GO:0001782, GO:0005794, GO:0002322, GO:0005886
PAVE1_DN5847_c0_g1_i3.p1	GO:0005515, GO:0030433, GO:0005789
PAVE1_DN5739_c5_g1_i1.p1	GO:0016805, GO:0071713, GO:0046657, GO:0005737
PAVE1_DN6386_c0_g1_i1.p1	GO:0072686, GO:0005815, GO:0015630, GO:0051082, GO:0000776, GO:0005737, GO:0005829, GO:0006457, GO:0005694, GO:0045171, GO:0000775, GO:0000922
PAVE1_DN6782_c0_g2_i1.p1	GO:0006508, GO:0008270, GO:0004222, GO:0005576
PAVE1_DN39703_c0_g1_i1.p1	GO:0016233, GO:0000781, GO:0005515, GO:0005634, GO:0042162, GO:0000782, GO:0005694, GO:0000775
PAVE1_DN3256_c0_g1_i5.p1	GO:0031511, GO:0005515, GO:0005634, GO:0000779, GO:0007049, GO:0034080, GO:0000070, GO:0051301, GO:0051382, GO:0005694, GO:0000776
PAVE1_DN22615_c0_g1_i1.p1	GO:0045165, GO:0005615, GO:0005125, GO:0005576, GO:0060070, GO:0005109, GO:0030182
PAVE1_DN62258_c0_g1_i1.p1	GO:0020037, GO:0008392, GO:0070330, GO:0005789, GO:0019373, GO:0005737, GO:0005506, GO:0006805, GO:0008395, GO:0005783
PAVE1_DN37393_c0_g1_i1.p1	GO:0030246, GO:0016021, GO:0000023, GO:0031965, GO:0005634, GO:0005789, GO:0032450, GO:0005783
PAVE1_DN75488_c0_g1_i1.p1	GO:0016021, GO:0061462, GO:0055085, GO:0022857, GO:0042803, GO:0005765, GO:0050821, GO:0005764
PAVE1_DN2032_c0_g1_i3.p1	GO:0005753, GO:0015986, GO:0000276, GO:0005743, GO:1902600, GO:0046933, GO:0005739
PAVE1_DN21701_c0_g1_i1.p1	GO:0046872, GO:0030246, GO:0016021, GO:0018243, GO:0004653, GO:0005794, GO:0000139
PAVE1_DN392_c0_g1_i1.p1	GO:1990624, GO:0005515, GO:0050790, GO:0005634, GO:0005509, GO:0005737, GO:0005829, GO:0002181
PAVE1_DN8474_c0_g1_i3.p1	GO:0031982, GO:0003723, GO:1990635, GO:0070064, GO:0016020, GO:0005829, GO:0048009, GO:0045296, GO:0043204
PAVE1_DN33878_c0_g1_i1.p1	GO:0050790, GO:0055106, GO:0120174, GO:0005737, GO:0042631
PAVE1_DN5242_c0_g1_i4.p2	GO:0006388, GO:0016021, GO:0003676, GO:0000213, GO:0000379, GO:0090502, GO:0031966, GO:0005739
PAVE1_DN970_c0_g1_i1.p1	GO:0005856, GO:0003723, GO:0007283, GO:0030154, GO:1904158, GO:0005737, GO:0000977, GO:0000981, GO:0005929, GO:0003341
PAVE1_DN5721_c0_g1_i1.p1	GO:0031315, GO:0008270, GO:0061630, GO:0007005, GO:0019005, GO:0043621, GO:0031146, GO:0005739
PAVE1_DN77580_c0_g1_i2.p1	GO:0035006, GO:0016322, GO:0005634, GO:0043293, GO:0097190, GO:0048749, GO:0097200, GO:0010506, GO:0005737, GO:0010940, GO:0097194, GO:0007417, GO:0005739, GO:0016540, GO:0050700, GO:0007552, GO:0043065, GO:0008258, GO:0006919, GO:0035070, GO:0097199, GO:0042803, GO:0005886, GO:0008340, GO:0031638, GO:0046672, GO:0048813, GO:0022416, GO:0007516, GO:0035234, GO:0001700, GO:2001269, GO:0008285, GO:0007291, GO:0045476
PAVE1_DN81409_c0_g1_i1.p1	GO:0046872, GO:0008097, GO:0005654, GO:0005634, GO:0042254, GO:0042273, GO:0003677, GO:0006383, GO:0009303
PAVE1_DN86055_c0_g1_i1.p1	GO:0015074, GO:0046718, GO:0016021, GO:0005515, GO:0044826, GO:0016020, GO:0005829, GO:0075713, GO:0006310
PAVE1_DN21596_c0_g1_i1.p1	GO:0007283, GO:0005654, GO:0005634, GO:0030154, GO:0005643, GO:0070213, GO:0006998, GO:0005635, GO:0016604, GO:0005829, GO:0003950, GO:0051028, GO:0015031, GO:0140289
PAVE1_DN63045_c0_g1_i1.p1	GO:0060021, GO:0000122, GO:0060435, GO:0005634, GO:0048536, GO:0045944, GO:0001658, GO:0060426, GO:0048608, GO:0001228, GO:0014707, GO:0060539, GO:0060425, GO:0046983, GO:0048732, GO:0072162, GO:0048557, GO:0048286, GO:0060541, GO:0001227, GO:0001657, GO:0070888, GO:0001822, GO:0072277, GO:0032835, GO:0060008, GO:0060766, GO:0007530
PAVE1_DN81433_c0_g1_i1.p1	GO:0007340, GO:0033644, GO:0016021, GO:0007338, GO:0016020, GO:0005507, GO:0051260
PAVE1_DN1422_c0_g2_i7.p1	GO:0006364, GO:0030688, GO:0030515, GO:0005634, GO:0042254, GO:0005737, GO:0005730
PAVE1_DN6727_c0_g1_i1.p1	GO:0070830, GO:0016021, GO:0007283, GO:0008366, GO:0005886, GO:0016338, GO:0005198, GO:0005923
PAVE1_DN18353_c0_g2_i1.p1	GO:0046872, GO:0030659, GO:0016021, GO:0031965, GO:0005634, GO:0005901, GO:0007520, GO:0031410, GO:0005886, GO:0061025, GO:0001778, GO:0005543
PAVE1_DN1869_c0_g1_i2.p1	GO:0005856, GO:0030833, GO:0005634, GO:0035861, GO:0042995, GO:0005737, GO:0003779, GO:0034314, GO:0005885
PAVE1_DN46816_c0_g1_i1.p1	GO:0045944, GO:0008353, GO:0051301, GO:0006995, GO:0010508, GO:0006370, GO:0004693, GO:0005739, GO:0006289, GO:0005515, GO:1901921, GO:0006366, GO:0007049, GO:0005524, GO:1903654, GO:0006360, GO:1905866, GO:0006367, GO:0051726, GO:1900018
PAVE1_DN67129_c0_g1_i1.p1	GO:0001503, GO:0005615, GO:0044325, GO:0005576, GO:0033687, GO:0001649, GO:0031012, GO:0099104, GO:0045671, GO:0005249, GO:0048539
PAVE1_DN6128_c0_g2_i1.p1	GO:0032727, GO:0008270, GO:0045944, GO:0042995, GO:0016887, GO:0003724, GO:0071360, GO:0032757, GO:0010467, GO:0060760, GO:0005737, GO:1990904, GO:0005525, GO:0140374, GO:0003727, GO:0009597, GO:0032755, GO:0005923, GO:0015629, GO:0032760, GO:0042802, GO:0003690, GO:0051091, GO:0032728, GO:0005886, GO:0002735, GO:0005524, GO:0002230, GO:0032587, GO:0039529, GO:0003725, GO:0005829, GO:0031625, GO:0032725, GO:0030334
PAVE1_DN58395_c0_g1_i1.p1	GO:0007030, GO:0009306, GO:0012505, GO:0071458, GO:0005789, GO:0031201, GO:0005484, GO:0061025, GO:0006890, GO:0005783
PAVE1_DN4083_c1_g2_i1.p1	GO:0097546, GO:0005515, GO:0071539, GO:0048278, GO:0060271, GO:0005929, GO:0051660
PAVE1_DN75840_c0_g1_i1.p1	GO:0015074, GO:0032196, GO:0005634, GO:0003677, GO:0006310, GO:0006974
PAVE1_DN14361_c1_g1_i4.p1	GO:0060287, GO:0097546, GO:0005515, GO:0007368, GO:0005576, GO:0060271, GO:0005930, GO:0005929, GO:0005879
