NYGR1_DN1492_c0_g1_i2.p1	GO:0004364, GO:0006749, GO:0005737
NYGR1_DN46631_c0_g1_i1.p1	GO:0016323, GO:0099175, GO:0030073, GO:0017157, GO:1901423, GO:1904457, GO:0061548, GO:0016324, GO:0005829, GO:0021510, GO:0043547, GO:0060076, GO:0005903, GO:0030552, GO:0030425, GO:0001750, GO:0017156, GO:0005929, GO:0005737, GO:0044877, GO:1990090, GO:0098978, GO:0030426, GO:0005085, GO:0044316, GO:0043025, GO:0050773, GO:0014911, GO:0030424, GO:0007189, GO:0043197, GO:0014069, GO:0001917, GO:0031267, GO:0098686, GO:0032991, GO:0050714, GO:0007507, GO:0007420, GO:0098696, GO:0098693, GO:0050805, GO:0005886, GO:0007265
NYGR1_DN4394_c1_g1_i1.p1	GO:0031080, GO:0017056, GO:0031965, GO:0045893, GO:0005643, GO:0006406, GO:0072006, GO:0006606, GO:0005634
NYGR1_DN43534_c0_g1_i1.p1	GO:0005515, GO:0045880, GO:0005929
NYGR1_DN5276_c0_g5_i1.p1	GO:0007165, GO:0005576, GO:0003723
NYGR1_DN33155_c0_g1_i1.p2	GO:0006689, GO:0016787, GO:0005764, GO:0008047, GO:0050790
NYGR1_DN46283_c0_g1_i1.p1	GO:0120115, GO:0005654, GO:0003723, GO:1990726, GO:0009617, GO:0005688, GO:0046982, GO:0046540, GO:0005829, GO:0071005, GO:0006402, GO:0000398, GO:0005634, GO:0005737
NYGR1_DN48198_c0_g1_i1.p1	GO:0061665, GO:0016925, GO:0005634, GO:0005654
NYGR1_DN995_c0_g4_i1.p1	GO:0016020, GO:0010951, GO:0016021, GO:0004867, GO:0005783
NYGR1_DN557_c2_g1_i1.p1	GO:0045333, GO:0005739, GO:0007005, GO:0015918, GO:0005515
NYGR1_DN1602_c0_g1_i1.p1	GO:0045039, GO:0005739, GO:0030150, GO:0005744, GO:0005515, GO:0000002, GO:0005758, GO:0005743, GO:0031305, GO:0008320
NYGR1_DN5259_c1_g1_i4.p1	GO:0031047, GO:0031048, GO:0042025, GO:0003723, GO:0046872, GO:0030430, GO:0090486, GO:0034587, GO:0001510
NYGR1_DN3265_c0_g1_i2.p1	GO:0048018, GO:0005576, GO:0050808, GO:0032589
NYGR1_DN2140_c0_g1_i1.p1	GO:0006782, GO:0004418, GO:0018160, GO:0005737
NYGR1_DN13498_c0_g1_i1.p1	GO:2000779, GO:0031647, GO:0043280, GO:0048730, GO:0016525, GO:0048821, GO:0005737, GO:1902262, GO:0051597, GO:0060729, GO:0045944, GO:0060429, GO:0051782, GO:0046872, GO:0007283, GO:0000077, GO:0005515, GO:0009411, GO:0051262, GO:0010526, GO:0061484, GO:0071456, GO:0042771, GO:0060216, GO:0010165, GO:0000785, GO:0000978, GO:0005634, GO:1990841, GO:0090398, GO:0006978, GO:0005739, GO:0006914, GO:0007049, GO:0000981, GO:0045787, GO:0043525, GO:0043249
NYGR1_DN33464_c0_g1_i1.p1	GO:0046961, GO:0006661, GO:0070772, GO:0033674, GO:0005768, GO:0000306, GO:0005783, GO:0010008
NYGR1_DN13632_c0_g1_i1.p1	GO:0007162, GO:0005576, GO:0001669, GO:0005515, GO:0043160, GO:0007338
NYGR1_DN32887_c0_g1_i2.p1	GO:0005524, GO:0034605, GO:0005739, GO:0039529, GO:0140374, GO:0005758, GO:0016887, GO:0005737
NYGR1_DN4731_c0_g2_i1.p1	GO:0061182, GO:0005739, GO:1900158, GO:0048705, GO:0061572, GO:0031005
NYGR1_DN20181_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0055085, GO:0022857
NYGR1_DN30047_c0_g1_i1.p1	GO:0019563, GO:0005524, GO:0005829, GO:0004371, GO:0050354, GO:0016310, GO:0005737
NYGR1_DN37669_c0_g1_i1.p1	GO:0030683, GO:0005576, GO:0039502, GO:0004190, GO:0019864, GO:0042802
NYGR1_DN34828_c0_g1_i1.p1	GO:0009698, GO:0005524, GO:0016207, GO:0005777
NYGR1_DN26186_c0_g1_i3.p1	GO:0005801, GO:0071917, GO:0015786, GO:0015297, GO:0035436, GO:0008643, GO:0005793, GO:0016021, GO:0005794, GO:0000139
NYGR1_DN38036_c0_g1_i1.p1	GO:0030154, GO:0072686, GO:0045944, GO:0005654, GO:0001228, GO:0045171, GO:0004879, GO:0005829, GO:0000785, GO:0008270, GO:0000978, GO:0048856, GO:0005634, GO:0030522
NYGR1_DN13644_c0_g1_i1.p1	GO:0006979, GO:0051702, GO:0098869, GO:0009609, GO:0002862, GO:0001659, GO:0004602, GO:0005737
NYGR1_DN575_c0_g1_i3.p1	GO:0005524, GO:0048471, GO:0030433, GO:0051082, GO:0006457, GO:0016887, GO:0005783, GO:0005788
NYGR1_DN8007_c0_g2_i1.p1	GO:0005694, GO:0070187, GO:0003677, GO:0016233, GO:0032211, GO:0005829, GO:0005515, GO:0005634, GO:0140445, GO:0005737
NYGR1_DN7972_c1_g1_i3.p1	GO:0045944, GO:0046872, GO:0003677, GO:0045998, GO:0005634, GO:0002168
NYGR1_DN34282_c0_g1_i1.p1	GO:0090305, GO:0004519, GO:0003964, GO:0005739, GO:0006278
NYGR1_DN48686_c0_g1_i1.p1	GO:0045039, GO:0005739, GO:0030943, GO:0016021, GO:0005743, GO:0008320, GO:0071806, GO:0042721
NYGR1_DN2997_c0_g1_i1.p1	GO:0005667, GO:0003712, GO:0006355, GO:0090309, GO:0005634
NYGR1_DN41682_c0_g1_i1.p1	GO:0046628, GO:0050896, GO:0045793, GO:0038203, GO:0005515, GO:0038202, GO:0031931, GO:0051897, GO:0061586, GO:0032956, GO:0034504, GO:0031932, GO:0005737
NYGR1_DN34101_c0_g1_i2.p1	GO:0010764, GO:0015031, GO:0016020, GO:1900016, GO:0010760, GO:0061041, GO:0070121, GO:0016021, GO:0005515, GO:0050728, GO:0060271, GO:0006954
NYGR1_DN4092_c0_g1_i1.p1	GO:0051321, GO:0005515, GO:0005739
NYGR1_DN6266_c0_g1_i6.p1	GO:0016020, GO:0043231, GO:0016021, GO:0008395, GO:0005506, GO:0016712, GO:0020037, GO:0006082, GO:0006805, GO:0005737
NYGR1_DN46385_c0_g1_i1.p2	GO:0016020, GO:0035150, GO:0019031, GO:0035017, GO:0048613, GO:0042302, GO:0040018, GO:0040026, GO:1903133, GO:0061063, GO:0016021, GO:0033644, GO:1905278, GO:0055036, GO:0002064, GO:0044177
NYGR1_DN20634_c0_g1_i1.p1	GO:0090305, GO:0004519, GO:0003964, GO:0005789, GO:0006278, GO:0005783
NYGR1_DN45064_c0_g1_i1.p1	GO:0051287, GO:0006734, GO:0000287, GO:0005739, GO:0006099, GO:0006102, GO:0004449, GO:0006103, GO:0005962
NYGR1_DN22142_c0_g1_i1.p1	GO:0046872, GO:0005739, GO:0062154, GO:0009117
NYGR1_DN36600_c0_g1_i1.p1	GO:0045944, GO:0005739, GO:0065003, GO:0005829, GO:0005515, GO:0005634
NYGR1_DN8730_c0_g7_i2.p1	GO:0006357, GO:0046872, GO:0000981, GO:0000978, GO:0005634
NYGR1_DN40135_c0_g1_i1.p1	GO:0016081, GO:0045313, GO:0006887, GO:0005915, GO:0005737, GO:0007009, GO:0032456, GO:0000149, GO:0030707, GO:0000145, GO:0016028, GO:0098793, GO:0007269, GO:0043001, GO:0016080, GO:0072697, GO:0016020, GO:0051601, GO:0007298
NYGR1_DN19387_c0_g1_i3.p1	GO:0005524, GO:0003723, GO:0046872, GO:0003724, GO:0005681, GO:0016887, GO:0000398
NYGR1_DN44766_c0_g1_i1.p1	GO:0007399, GO:0030154, GO:0045773, GO:0007411, GO:0007156, GO:0044295, GO:0005886, GO:0016021, GO:0043025, GO:0008046, GO:0030424, GO:0050808
NYGR1_DN20604_c0_g1_i1.p1	GO:0050829, GO:0045089, GO:0003723, GO:0008168, GO:0005730, GO:0070475
NYGR1_DN5329_c0_g1_i3.p1	GO:0006896, GO:1900429, GO:0006890, GO:0032931, GO:0043618, GO:1900239, GO:0006289, GO:0036166, GO:0097043, GO:0044182, GO:0005634
NYGR1_DN32024_c0_g1_i1.p1	GO:0006357, GO:0003713, GO:0016592, GO:0045893, GO:0005634
NYGR1_DN2236_c0_g1_i3.p1	GO:0007399, GO:0002678, GO:0002026, GO:0060282, GO:0005829, GO:0043065, GO:0010749, GO:0043406, GO:0046069, GO:0047555, GO:0033574, GO:0046872, GO:0010613, GO:0030553, GO:0042311, GO:0055119, GO:0007165, GO:0001666, GO:0045907, GO:0007614, GO:0042130, GO:0032496, GO:0055118
NYGR1_DN37600_c0_g1_i1.p1	GO:0005856, GO:0007399, GO:0045732, GO:0031648, GO:0042632, GO:0046872, GO:0016567, GO:0061630, GO:0010989, GO:0008092, GO:0006511, GO:0005829, GO:0005886, GO:0010977, GO:0032803, GO:0005737
NYGR1_DN21027_c0_g1_i1.p1	GO:0006309, GO:0005576, GO:0004531, GO:0005764, GO:0002785, GO:0005737
NYGR1_DN8679_c0_g1_i1.p1	GO:0003723, GO:0005848, GO:0005515, GO:0031124, GO:0005634
NYGR1_DN27084_c0_g1_i1.p1	GO:0043621, GO:0042542, GO:0051082, GO:0009651, GO:0006457, GO:0009408, GO:0051259, GO:0005737
NYGR1_DN32608_c0_g1_i1.p1	GO:0003690, GO:0006281, GO:0016887, GO:0005737, GO:0005694, GO:0005856, GO:0016363, GO:0003682, GO:0000819, GO:0005524, GO:0005819, GO:0007064, GO:0000785, GO:0005634, GO:0051321, GO:0061775, GO:0051301, GO:0000775, GO:0009506, GO:0034990
NYGR1_DN44814_c0_g1_i1.p1	GO:0080028, GO:0030234, GO:0005829, GO:0009536, GO:0050790, GO:0005634, GO:0019762
NYGR1_DN30169_c0_g1_i1.p1	GO:0070876, GO:0005654, GO:0010212, GO:0000724, GO:0005515, GO:0044818, GO:0035861, GO:0005634
NYGR1_DN26450_c0_g1_i1.p1	GO:0006957, GO:0042593, GO:0010760, GO:0006935, GO:0005615, GO:0001701, GO:0004866, GO:0090594, GO:0005579, GO:0006874, GO:0001822, GO:0097273, GO:0002523, GO:0050921, GO:0033602, GO:0001780, GO:0010575, GO:0031714, GO:0005576, GO:0007204, GO:0032722, GO:0006958, GO:0032835, GO:0010951, GO:0010700, GO:0019835, GO:0045766
NYGR1_DN22905_c0_g1_i1.p1	GO:0004386, GO:1990830, GO:0005721, GO:0001822, GO:0003682, GO:0005515, GO:0030098, GO:0006306, GO:0001655, GO:0005524, GO:0140658, GO:0006346, GO:0031508, GO:0016787, GO:0046651, GO:0005634, GO:2001243, GO:0051301, GO:0000775, GO:0007049, GO:0010216
NYGR1_DN44472_c0_g1_i1.p1	GO:0008157, GO:0030534, GO:0009566, GO:0008584, GO:0005634, GO:0005737
NYGR1_DN8337_c0_g1_i2.p1	GO:0000122, GO:0006265, GO:0043161, GO:0006298, GO:0003697, GO:0000715, GO:0071942, GO:0005829, GO:0005515, GO:0006289, GO:1990165, GO:0000111, GO:0005634, GO:0005737
NYGR1_DN143_c0_g2_i4.p1	GO:0005576, GO:0005615, GO:0004867, GO:0010951
NYGR1_DN4028_c0_g1_i1.p1	GO:0045665, GO:2000706, GO:0000122, GO:0061629, GO:0005654, GO:1903223, GO:0008285, GO:0043280, GO:0005829, GO:1902459, GO:0001227, GO:0071385, GO:0043065, GO:0050768, GO:0043922, GO:0070933, GO:0099563, GO:0005737, GO:0045944, GO:0035019, GO:1902894, GO:0046872, GO:0045955, GO:0032348, GO:0017053, GO:0003682, GO:2000065, GO:0002244, GO:0046676, GO:0045667, GO:0000979, GO:0001666, GO:1903204, GO:0000381, GO:0045666, GO:0000978, GO:0005634, GO:0010629, GO:2000798, GO:0071257, GO:0097150, GO:0071466, GO:0060379, GO:0002931
NYGR1_DN25284_c0_g1_i1.p1	GO:0000480, GO:0005654, GO:0000447, GO:0000472, GO:0005634, GO:0030490, GO:0034457, GO:0005732, GO:0005730, GO:0030686, GO:0032040, GO:0042802, GO:0042254
NYGR1_DN9485_c0_g1_i1.p2	GO:0006886, GO:0006896, GO:0000329, GO:0005770, GO:0005829, GO:0003924, GO:0005525, GO:0006897, GO:0061192, GO:0045335, GO:0005634, GO:0005773
NYGR1_DN48569_c0_g1_i1.p1	GO:0006357, GO:0046872, GO:0003677, GO:0005515, GO:0005634
NYGR1_DN40298_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0034472, GO:0032039
NYGR1_DN32881_c0_g1_i1.p1	GO:0005515, GO:0019046, GO:0032039
NYGR1_DN19525_c0_g1_i3.p1	GO:0005739, GO:0006635, GO:0004095, GO:0005743, GO:0008458
NYGR1_DN2431_c0_g1_i3.p1	GO:0048699, GO:0016973, GO:0000445, GO:0000781, GO:0000902, GO:0010468, GO:0008380, GO:0010793, GO:0005515, GO:0003729, GO:0010977, GO:0046784, GO:0017145, GO:0000346, GO:0016607, GO:0005634, GO:0048666, GO:0001824, GO:0006397
NYGR1_DN5231_c1_g1_i2.p1	GO:0090305, GO:0004519, GO:0003964, GO:0005789, GO:0006278, GO:0005783
NYGR1_DN4914_c0_g1_i1.p1	GO:0007165, GO:0050896, GO:0042995, GO:0001932, GO:0007601, GO:0051219, GO:0001917, GO:0002046, GO:0019904, GO:0045202, GO:0001664, GO:0009968, GO:0001750, GO:0002031
NYGR1_DN34955_c0_g1_i1.p1	GO:0007399, GO:0005654, GO:2001240, GO:0015629, GO:0002023, GO:0035860, GO:0016167, GO:0030971, GO:0005925, GO:0005886, GO:0031098, GO:0016021, GO:0043410, GO:0051897, GO:0043524, GO:0009897, GO:0043235
NYGR1_DN4714_c0_g1_i4.p1	GO:0005694, GO:0006325, GO:0034968, GO:0008270, GO:0005634, GO:0018024
NYGR1_DN3938_c0_g1_i1.p1	GO:0022625, GO:0005739, GO:0003735, GO:0009506, GO:0006412, GO:0042788, GO:0022626, GO:0003729
NYGR1_DN5485_c0_g3_i1.p1	GO:0051301, GO:0007049, GO:0005515, GO:0000070, GO:0005628
NYGR1_DN26286_c0_g1_i3.p1	GO:0006357, GO:0070847, GO:0016592, GO:0003712, GO:0010628, GO:0005634
NYGR1_DN1389_c0_g1_i12.p1	GO:0045892, GO:0045944, GO:0001228, GO:0005515, GO:0008270, GO:0000978, GO:0005634, GO:0140655
NYGR1_DN2322_c1_g1_i4.p1	GO:0000122, GO:0046872, GO:0001227, GO:0000977, GO:0000785, GO:0005634
NYGR1_DN28500_c0_g1_i1.p1	GO:0005524, GO:0016020, GO:0106310, GO:0016021, GO:0046740, GO:0020002, GO:0004674, GO:0004712
NYGR1_DN22934_c0_g1_i1.p1	GO:0051321, GO:0003690, GO:0010845, GO:0003723, GO:0003697, GO:0005634, GO:0062037, GO:0006281, GO:0006310, GO:1905168
NYGR1_DN35503_c0_g1_i1.p1	GO:0006839, GO:0015171, GO:0005739, GO:0000325, GO:0009853, GO:0003333, GO:0005829, GO:1902600, GO:0009506, GO:1990542, GO:0005743, GO:0016021, GO:0015979, GO:0017077
NYGR1_DN5026_c0_g2_i6.p1	GO:0043195, GO:0007399, GO:0005769, GO:0051301, GO:0042995, GO:0042734, GO:0031267, GO:0005886, GO:0002092, GO:0045202, GO:0005811, GO:0045886, GO:0030514
NYGR1_DN37821_c0_g1_i1.p1	GO:0045944, GO:0040012, GO:0005887, GO:0001591, GO:0030285, GO:0034608, GO:0001963, GO:1990834, GO:0032094, GO:0034609, GO:1902437, GO:0005886, GO:0071880, GO:0007626, GO:0007195, GO:0045211, GO:0004930
NYGR1_DN29687_c0_g1_i1.p1	GO:0006357, GO:0009738, GO:0006952, GO:0009414, GO:0045892, GO:0009646, GO:0046872, GO:0000124, GO:0045893, GO:0000981, GO:0009788, GO:0009737, GO:0005515, GO:0009651, GO:1901000, GO:0000978, GO:1900150
NYGR1_DN38555_c0_g1_i1.p1	GO:0005886, GO:0005459, GO:0016021, GO:0006865
NYGR1_DN38751_c0_g1_i1.p1	GO:0004222, GO:0005576, GO:0006508, GO:0008270
NYGR1_DN13530_c0_g1_i1.p1	GO:0005829, GO:0005515, GO:0035861, GO:0006310, GO:0005634, GO:0005737
NYGR1_DN34753_c0_g1_i1.p1	GO:0016226, GO:0005515, GO:0051537, GO:1990229, GO:0051539
NYGR1_DN26150_c0_g1_i1.p1	GO:0004386, GO:1990830, GO:0005721, GO:0001822, GO:0003682, GO:0005515, GO:0030098, GO:0006306, GO:0001655, GO:0005524, GO:0140658, GO:0006346, GO:0031508, GO:0016787, GO:0046651, GO:0005634, GO:2001243, GO:0051301, GO:0000775, GO:0007049, GO:0010216
NYGR1_DN10188_c0_g1_i1.p1	GO:0042025, GO:0090305, GO:0004519, GO:0003964, GO:0046872, GO:0030430, GO:0006278
NYGR1_DN1492_c1_g1_i1.p1	GO:0016020, GO:0005887, GO:0005576, GO:0045202, GO:0042802, GO:0007416
NYGR1_DN1936_c1_g1_i1.p1	GO:0005524, GO:0004818, GO:0008270, GO:0000049, GO:0006412, GO:0006424, GO:0005737
NYGR1_DN1095_c0_g1_i8.p1	GO:0005524, GO:0004352, GO:0004354, GO:0006538, GO:0005737
NYGR1_DN47788_c0_g1_i1.p1	GO:0005546, GO:0005654, GO:0046982, GO:0005829, GO:0005886, GO:0005730, GO:0016607, GO:0008022, GO:0042803, GO:0005634, GO:0008283, GO:0005794, GO:0005737
NYGR1_DN19313_c0_g1_i1.p1	GO:0005515, GO:0044165, GO:0042742
NYGR1_DN1941_c0_g3_i1.p1	GO:0005576, GO:0005213, GO:0007369
NYGR1_DN2958_c0_g1_i1.p1	GO:0016323, GO:0046037, GO:0098609, GO:0005912, GO:0009792, GO:0016324, GO:0097120, GO:0016328, GO:0005737, GO:0005886, GO:0005515, GO:0046710, GO:0043113, GO:0043296, GO:0045186, GO:0004385, GO:0045197
NYGR1_DN33076_c0_g1_i1.p1	GO:0035524, GO:0005765, GO:0005297, GO:0015824, GO:0015180, GO:0015816, GO:0015193, GO:0015187, GO:0005886, GO:1902600, GO:0016021, GO:0005515, GO:0005368, GO:0005764, GO:0089718, GO:0015808, GO:0005783, GO:0015734
NYGR1_DN4283_c0_g3_i2.p1	GO:0005774, GO:0042910, GO:0016021, GO:0042908, GO:0005773
NYGR1_DN40255_c0_g1_i1.p2	GO:0005789, GO:1990204, GO:0005886, GO:0006281, GO:0016021, GO:0071465, GO:0071480, GO:0004252
NYGR1_DN1689_c0_g1_i2.p1	GO:0016579, GO:0031011, GO:0010016, GO:0006511, GO:0004843, GO:0005634, GO:0005737
NYGR1_DN1401_c0_g4_i1.p1	GO:1901183, GO:0006464, GO:0005829, GO:0070773, GO:0008418, GO:0005634, GO:0042742
NYGR1_DN45588_c0_g1_i1.p1	GO:0014069, GO:0007399, GO:0007165, GO:0005769, GO:1990090, GO:1904313, GO:0035255, GO:0031901, GO:0005886, GO:1904719, GO:0001772, GO:0005829, GO:0071203, GO:1903609, GO:0030904, GO:0099638, GO:0032266, GO:0005737
NYGR1_DN21285_c0_g1_i1.p2	GO:0008028, GO:0005887, GO:0015293, GO:0005886, GO:0055085, GO:0015718
NYGR1_DN770_c0_g3_i1.p1	GO:0046872, GO:0006154, GO:0004000, GO:0046103, GO:0009117, GO:0005634, GO:0062154, GO:0005737
NYGR1_DN7508_c0_g1_i3.p1	GO:0042575, GO:0003887, GO:0071897, GO:0003676, GO:0015074, GO:0008270, GO:0019899, GO:0005737
NYGR1_DN33041_c0_g1_i1.p1	GO:0098869, GO:0005739, GO:0045454, GO:0008379, GO:0005829, GO:0005634, GO:0005737
NYGR1_DN22434_c0_g1_i1.p1	GO:0016605, GO:0000122, GO:0061629, GO:0005654, GO:0048596, GO:0001779, GO:0001503, GO:0005829, GO:0030224, GO:0001227, GO:0030219, GO:0030183, GO:0045944, GO:0046872, GO:0003682, GO:0017053, GO:0001889, GO:0060216, GO:0048706, GO:0000978, GO:0030851, GO:0005634, GO:0030217, GO:0043353, GO:0030324
NYGR1_DN31705_c0_g1_i1.p1	GO:0005694, GO:0000781, GO:0045944, GO:0003723, GO:0000408, GO:0008033, GO:0000722, GO:0005634
NYGR1_DN1268_c0_g1_i2.p1	GO:0005516, GO:0043005, GO:0043025, GO:0071805, GO:0005886, GO:0016021, GO:0016286
NYGR1_DN27711_c0_g1_i2.p1	GO:0005524, GO:0003878, GO:0005829, GO:0006629, GO:0005737
NYGR1_DN9307_c0_g1_i1.p1	GO:0006270, GO:0003697, GO:0046872, GO:0045678, GO:0031298, GO:0003688, GO:0045931, GO:0042023, GO:0005515, GO:0030261, GO:0035214, GO:1901693, GO:0005634
NYGR1_DN477_c0_g1_i1.p1	GO:0030198, GO:0010951, GO:0005576, GO:0005515, GO:0042060, GO:0009653
NYGR1_DN13228_c0_g1_i1.p1	GO:0016887, GO:0036121, GO:0005524, GO:0003697, GO:0033203, GO:0043596, GO:0005829, GO:0032508, GO:0043139, GO:1903459, GO:0005634, GO:0005737
NYGR1_DN2167_c0_g3_i1.p1	GO:0004861, GO:0045736, GO:0006623, GO:0005737
NYGR1_DN32362_c0_g1_i3.p1	GO:0017171, GO:0031048, GO:0005634, GO:0035197
NYGR1_DN5240_c0_g1_i1.p1	GO:0051786, GO:0005789, GO:0005783, GO:0042572
NYGR1_DN41410_c0_g1_i1.p1	GO:0006487, GO:0005789, GO:0052926, GO:0016021, GO:0097502, GO:0052918, GO:0005783
NYGR1_DN256_c1_g1_i1.p2	GO:0042255, GO:0007420, GO:0006325, GO:0007283, GO:0003682, GO:0005730, GO:0005634
NYGR1_DN7_c0_g1_i5.p1	GO:0098670, GO:0016020, GO:0019031, GO:0001640, GO:0099530, GO:0046718, GO:0016021, GO:0048018, GO:0055036, GO:0005118, GO:0099583
NYGR1_DN7825_c0_g1_i1.p1	GO:1904813, GO:0034774, GO:0046872, GO:0005576, GO:0032264, GO:0003876, GO:0005829, GO:0005515, GO:0006196
NYGR1_DN25333_c0_g1_i1.p1	GO:0003690, GO:0007059, GO:0062022, GO:0051301, GO:0007049, GO:0007064, GO:0034088, GO:0005829, GO:0005515, GO:0000785, GO:0090694, GO:0140588, GO:0005634
NYGR1_DN10623_c0_g1_i2.p1	GO:0019284, GO:0019509, GO:0005634, GO:0046523, GO:0005737
NYGR1_DN30132_c0_g1_i1.p1	GO:0019058, GO:0072686, GO:0006355, GO:0005634, GO:0005112
NYGR1_DN32902_c0_g1_i1.p1	GO:0001664, GO:0050896, GO:0046872, GO:0003924, GO:0007608, GO:0007191, GO:0005834, GO:0031683, GO:0005525
NYGR1_DN3847_c1_g2_i1.p1	GO:0007399, GO:0005509, GO:0033564, GO:0097376, GO:0007156, GO:0007186, GO:0016043, GO:0005886, GO:0016021, GO:0009653, GO:0030425, GO:0030424, GO:0004930
NYGR1_DN9159_c0_g1_i1.p1	GO:1905103, GO:0034486, GO:0016020, GO:0022857
NYGR1_DN1694_c0_g1_i1.p1	GO:0030521, GO:0005576, GO:0005615, GO:0005496
NYGR1_DN33237_c0_g1_i1.p1	GO:1902476, GO:0016020, GO:0016021, GO:0005254
NYGR1_DN46989_c0_g1_i1.p1	GO:0000003, GO:0005975, GO:0048680, GO:0040025, GO:0016020, GO:0022604, GO:0046525, GO:0046872, GO:0002009, GO:0009792, GO:0016021, GO:0018991, GO:0030206, GO:0015012, GO:0006486, GO:0005794
NYGR1_DN1809_c0_g2_i2.p2	GO:0016021, GO:0016020, GO:0006644, GO:0008195
NYGR1_DN373_c0_g1_i6.p1	GO:0039503, GO:0030683, GO:0005576, GO:0005615, GO:0004867
NYGR1_DN2294_c0_g1_i4.p1	GO:0022625, GO:0002181, GO:0005730, GO:0003735, GO:0022626, GO:0000228, GO:0005737
NYGR1_DN5479_c0_g2_i1.p1	GO:0005245, GO:0030154, GO:0036128, GO:0007283, GO:0031514, GO:0048240, GO:0034765, GO:0001669, GO:0005886, GO:0016021, GO:0030317, GO:0070588, GO:0005783, GO:0006814
NYGR1_DN36971_c0_g2_i1.p1	GO:0005856, GO:0000922, GO:0039660, GO:0007049, GO:0006260, GO:0005634, GO:0005737
NYGR1_DN4282_c2_g1_i2.p1	GO:0005694, GO:1990423, GO:0005819, GO:0007094, GO:1903394, GO:0015629, GO:0051301, GO:0000775, GO:0000922, GO:0007049, GO:0005829, GO:0005886, GO:0000776, GO:0000070, GO:0031267, GO:0005828, GO:0005634, GO:0005737
NYGR1_DN35036_c0_g1_i2.p1	GO:0000502, GO:0043161, GO:0005515, GO:0005839, GO:0019773, GO:0005634, GO:0005737
NYGR1_DN5548_c1_g4_i1.p1	GO:0035075, GO:0035073, GO:0005576, GO:0035556, GO:0008270, GO:0004222
NYGR1_DN6271_c0_g1_i1.p1	GO:0050801, GO:0015698, GO:0005886, GO:0016021, GO:0005452, GO:0015301, GO:0055085
NYGR1_DN48582_c0_g1_i1.p1	GO:0045944, GO:0016592, GO:0003712, GO:0005515, GO:0005634
NYGR1_DN1240_c0_g1_i1.p1	GO:0042981, GO:0016363, GO:0042393, GO:0048471, GO:0005783, GO:0005829, GO:0008022, GO:0005178, GO:0006913, GO:0010977, GO:0035067, GO:0005634, GO:0005737
NYGR1_DN20706_c0_g1_i1.p1	GO:0031860, GO:0051321, GO:0030870, GO:0000706, GO:0003690, GO:0005654, GO:0042138, GO:0035306, GO:0005737, GO:0007534, GO:0005634, GO:0006281, GO:0000723, GO:0010791, GO:0042802, GO:0000014, GO:1905779, GO:0000737
NYGR1_DN1906_c0_g2_i1.p1	GO:0061629, GO:0005739, GO:0045893, GO:1903507, GO:0030182, GO:0042802, GO:0005634, GO:0005737
NYGR1_DN38131_c0_g1_i1.p1	GO:0005739, GO:0042823, GO:0008615, GO:0004733, GO:0010181, GO:0005758
NYGR1_DN15725_c0_g1_i1.p1	GO:0016020, GO:0090305, GO:0004519, GO:0003964, GO:0006278, GO:0005874, GO:0005634, GO:0005737
NYGR1_DN19993_c0_g1_i1.p1	GO:0016020, GO:0034765, GO:0071805, GO:0016021, GO:0008076, GO:0005249, GO:0030425
NYGR1_DN40603_c0_g1_i3.p1	GO:0015078, GO:0016020, GO:0019061, GO:0039521, GO:0005216, GO:0016021, GO:1902600, GO:0005515, GO:0039707, GO:0051259
NYGR1_DN1321_c0_g1_i1.p1	GO:0006357, GO:0046872, GO:0000981, GO:0005515, GO:0000978, GO:0005634
NYGR1_DN17549_c0_g1_i1.p1	GO:0035613, GO:0005654, GO:0003964, GO:0003677, GO:0006278, GO:0015074, GO:0004523, GO:0006281, GO:0008270, GO:0090502, GO:0005634
NYGR1_DN9053_c0_g1_i1.p1	GO:0005509, GO:0005859, GO:0007498
NYGR1_DN19390_c0_g1_i1.p1	GO:0005856, GO:0034237, GO:0007088, GO:1990393, GO:0005813, GO:0000226, GO:0005737
NYGR1_DN4424_c0_g1_i1.p1	GO:0006357, GO:0046872, GO:0003677, GO:0005515, GO:0015630
NYGR1_DN1833_c0_g7_i1.p1	GO:0007165, GO:0017124, GO:0005737
NYGR1_DN45544_c0_g1_i3.p1	GO:0045329, GO:0008336, GO:0005506, GO:0005739
NYGR1_DN19831_c0_g1_i1.p1	GO:1900458, GO:0007033, GO:0016020, GO:0098876, GO:0005243, GO:0016021, GO:0009626, GO:0055077
NYGR1_DN11686_c0_g1_i1.p1	GO:0006915, GO:0051301, GO:0007049, GO:0006355, GO:0005515, GO:0005628, GO:0034080
NYGR1_DN1227_c0_g1_i1.p2	GO:0050829, GO:0042719, GO:0045039, GO:0005739, GO:0046872, GO:0005743, GO:0045824
NYGR1_DN22543_c0_g1_i1.p1	GO:0042776, GO:0046933, GO:0006811, GO:0005739
