DRYU1_DN6430_c0_g1_i3.p1	GO:0006355, GO:0005634, GO:0003700
DRYU1_DN11333_c0_g1_i1.p1	GO:0016021, GO:0030246, GO:0030683, GO:0016020
DRYU1_DN33624_c0_g1_i2.p1	GO:0051793, GO:0008126, GO:0036126, GO:0097524, GO:0016021, GO:0047372, GO:0051792
DRYU1_DN2944_c0_g1_i2.p1	GO:0007098, GO:0015031, GO:0005856, GO:0005929, GO:0005737, GO:0061512, GO:0034464, GO:0030674, GO:0036064, GO:0005886, GO:0000242, GO:0060271, GO:0060170
DRYU1_DN34061_c0_g1_i1.p1	GO:0043195, GO:0055074, GO:0005829, GO:0005737, GO:0043025, GO:0005634, GO:0098982, GO:0043197, GO:0030425, GO:0030424, GO:0005509, GO:0005499, GO:0098686, GO:0098978
DRYU1_DN1511_c0_g1_i6.p1	GO:0005576, GO:0030512, GO:0040010, GO:0040015, GO:0000003, GO:1901048, GO:0005515, GO:0042661, GO:0032876
DRYU1_DN31342_c0_g1_i1.p1	GO:0030154, GO:0045938, GO:0034713, GO:0005114, GO:0016021, GO:0048477, GO:0005886, GO:0070328, GO:0007283
DRYU1_DN21730_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0005730, GO:0042254
DRYU1_DN4220_c1_g1_i4.p1	GO:0005634, GO:0061665, GO:0016925, GO:0005654
DRYU1_DN27737_c0_g1_i2.p1	GO:0005261, GO:0030317, GO:0016021, GO:0060279, GO:0005886, GO:0098655, GO:0050982, GO:0090727, GO:0071260, GO:0008381, GO:0042391
DRYU1_DN2417_c0_g3_i1.p1	GO:0004712, GO:0005856, GO:0005737, GO:0005694, GO:0000776, GO:0005634, GO:0005524, GO:0004674, GO:0006468, GO:0005819, GO:0000775, GO:0106310, GO:0007049, GO:0007059
DRYU1_DN4709_c0_g1_i6.p1	GO:0016021, GO:0033644, GO:0005515, GO:0016020, GO:0046872, GO:0007004
DRYU1_DN8159_c0_g1_i5.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN2652_c0_g1_i1.p1	GO:0005829, GO:0008630, GO:0005737, GO:0097192, GO:0042803, GO:0046982, GO:0005741, GO:0006915, GO:0043066
DRYU1_DN8557_c0_g1_i2.p1	GO:0007186, GO:0050909, GO:0007602, GO:0018298, GO:0016021, GO:0043025, GO:0009785, GO:0005886, GO:0030425, GO:0030424, GO:0004930, GO:0007626, GO:0046957, GO:0070141, GO:0009882
DRYU1_DN6332_c0_g1_i2.p1	GO:0045172, GO:0030708, GO:0030717, GO:0036058, GO:0005886, GO:0090136, GO:0007411, GO:0004712, GO:0007424, GO:0007293, GO:0005102, GO:0031234, GO:0008064, GO:0007435, GO:0120176, GO:0008335, GO:0045886, GO:0005829, GO:0016319, GO:0005524, GO:0048513, GO:0045742, GO:0048477, GO:0004715, GO:0007301, GO:0007300, GO:0030046, GO:0030154, GO:0045743, GO:0007169, GO:0045874, GO:0034332, GO:0030723, GO:0045087, GO:0007349, GO:0008302, GO:0007616, GO:0002009, GO:0048167, GO:0018108
DRYU1_DN9151_c0_g1_i2.p1	GO:1903746, GO:0005921, GO:0051015, GO:0016021, GO:1903598, GO:0005886, GO:0005243, GO:0005509, GO:0055085
DRYU1_DN1437_c1_g1_i1.p1	GO:0005634, GO:0061665, GO:0016925
DRYU1_DN9207_c0_g1_i1.p1	GO:0004497, GO:0020037, GO:0005783, GO:0006697, GO:0005506, GO:0005789, GO:0016705
DRYU1_DN12793_c0_g1_i2.p1	GO:0051642, GO:0000132, GO:0000776, GO:0007052, GO:0030424, GO:0030951, GO:0051647, GO:0051301, GO:0005737, GO:0048813, GO:0047496, GO:0031616, GO:0007294, GO:0007409, GO:0005856, GO:0050775, GO:0008017, GO:0007080, GO:0070732, GO:0030425, GO:0005871, GO:0007049, GO:0051298, GO:0005874, GO:0007020, GO:0007100, GO:0005819, GO:0005635, GO:0007298, GO:0007060
DRYU1_DN18454_c0_g1_i1.p1	GO:0040018, GO:0015015, GO:0016021, GO:0015014, GO:0030334, GO:0005794, GO:0000139, GO:0004394, GO:1902667
DRYU1_DN31496_c0_g1_i1.p1	GO:0044167, GO:0044165, GO:0044177, GO:0004712, GO:0039722, GO:0030683, GO:0005524, GO:0016021, GO:0004674, GO:0016020, GO:0044178, GO:0106310
DRYU1_DN3814_c1_g1_i5.p1	GO:0005737, GO:0071704, GO:0008270, GO:0044238
DRYU1_DN5997_c0_g1_i3.p1	GO:0030154, GO:0030238, GO:0006397, GO:0046661, GO:0008380, GO:0030430, GO:0003723, GO:0048024
DRYU1_DN31839_c0_g1_i1.p1	GO:0003779, GO:0030017, GO:0005737, GO:0036379, GO:0001701, GO:0017022
DRYU1_DN1539_c0_g1_i1.p1	GO:0034314, GO:0015629, GO:0005905, GO:0046689, GO:0030838, GO:0009617, GO:0031143, GO:0060187, GO:0051015, GO:0045335, GO:0005938, GO:0032195, GO:0030027, GO:0030041, GO:0005829, GO:0097203, GO:0005524, GO:0001891, GO:0006887, GO:0030864, GO:0070685, GO:0030670, GO:0030175, GO:0061851, GO:0005885, GO:0005739, GO:0006909
DRYU1_DN8466_c0_g2_i1.p1	GO:0034220, GO:0050877, GO:0030594, GO:0005230, GO:0043005, GO:0007268, GO:0005887, GO:0004888, GO:0045202, GO:0016020, GO:0042391, GO:0007165
DRYU1_DN12893_c0_g2_i1.p1	GO:0006511, GO:0004843, GO:0005737, GO:0003682, GO:0031507, GO:0035522
DRYU1_DN215_c0_g1_i2.p1	GO:0006511, GO:0016578, GO:0005829, GO:0004843, GO:0000792, GO:0005634, GO:0004197, GO:0035331, GO:0005700, GO:0031507, GO:0045880, GO:0031647, GO:0032991
DRYU1_DN3534_c0_g1_i1.p1	GO:0044167, GO:0044165, GO:0044177, GO:0039722, GO:0030683, GO:0016021, GO:0016020, GO:0044178, GO:0008270, GO:0004222
DRYU1_DN5994_c5_g1_i1.p1	GO:0006355, GO:0005634, GO:0003677, GO:0003700
DRYU1_DN1169_c1_g2_i1.p1	GO:0004519, GO:0005634, GO:0006313, GO:0090305, GO:0003677, GO:0015074
DRYU1_DN7399_c0_g1_i2.p1	GO:0016021, GO:0005515, GO:0016020, GO:0031424, GO:0003723
DRYU1_DN10296_c1_g1_i1.p1	GO:0071507, GO:0005737, GO:0071902, GO:0008270, GO:0051321
DRYU1_DN971_c0_g1_i2.p1	GO:0022625, GO:0003735, GO:0005840, GO:0042254, GO:0006412
DRYU1_DN7954_c0_g1_i2.p1	GO:0005739, GO:0019901, GO:0043015, GO:0005737, GO:0005634, GO:0006915, GO:0048487, GO:0019894, GO:0043065, GO:0031267, GO:1902110
DRYU1_DN9707_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0016239, GO:0046983, GO:0061635, GO:0005794, GO:0000139
DRYU1_DN14512_c0_g1_i1.p1	GO:0032508, GO:0005829, GO:0005524, GO:0005634, GO:0003724, GO:0006310, GO:0043138, GO:0016887, GO:0006281, GO:0003676, GO:0006260
DRYU1_DN8300_c0_g1_i1.p1	GO:0016021, GO:0043005, GO:0005886, GO:0042923, GO:0007218, GO:0004983
DRYU1_DN3161_c0_g1_i1.p1	GO:0034235, GO:1903818, GO:0032222, GO:0016021, GO:0030431, GO:0016020
DRYU1_DN4131_c0_g1_i1.p1	GO:0019439, GO:0016021, GO:0005525, GO:0016020
DRYU1_DN12246_c0_g1_i1.p1	GO:0015629, GO:1902600, GO:1990573, GO:0005886, GO:0010248, GO:0006885, GO:0016324, GO:0036376, GO:0008900, GO:0046872, GO:0006883, GO:0005829, GO:0010038, GO:0005524, GO:0016021, GO:0016887, GO:0014070, GO:0030007, GO:0005391, GO:0016323, GO:0005515
DRYU1_DN5689_c0_g1_i1.p1	GO:0005576, GO:0005829, GO:0030277, GO:0016021, GO:0042803, GO:0005886, GO:0071944, GO:0016324, GO:0005615
DRYU1_DN3629_c0_g1_i1.p1	GO:0072686, GO:0030437, GO:0005634, GO:0051321, GO:0004860
DRYU1_DN13539_c0_g1_i1.p1	GO:0000287, GO:0016787, GO:0005975, GO:0005737
DRYU1_DN3179_c0_g1_i1.p1	GO:0023056, GO:0010104, GO:0016021, GO:0005515, GO:0009723, GO:0005783, GO:0016020, GO:0005794
DRYU1_DN6880_c0_g1_i1.p1	GO:0005634, GO:0007165, GO:0008083, GO:0005737
DRYU1_DN3106_c0_g1_i2.p1	GO:0005576, GO:0071855, GO:0007218, GO:0040013, GO:0005615, GO:0019932
DRYU1_DN10594_c0_g1_i1.p1	GO:0016021, GO:0016925, GO:0016020, GO:0005515
DRYU1_DN2022_c0_g1_i1.p1	GO:0005814, GO:0005856, GO:0046601, GO:0005737, GO:0010825, GO:0005815, GO:0005515, GO:0048133
DRYU1_DN5277_c0_g1_i2.p1	GO:0055075, GO:0032528, GO:1902476, GO:1990573, GO:0016021, GO:0055064, GO:0007268, GO:0005886, GO:0006884, GO:0045202, GO:0016324, GO:0015379, GO:0031283
DRYU1_DN20244_c0_g1_i1.p1	GO:0031305, GO:0005739, GO:0005743, GO:0033617, GO:0046933, GO:0005198
DRYU1_DN31963_c0_g1_i1.p1	GO:0043266, GO:0015459, GO:0005628
DRYU1_DN6379_c0_g1_i1.p1	GO:0004712, GO:0005737, GO:0007005, GO:0005524, GO:0004674, GO:0005515, GO:0046872, GO:0106310
DRYU1_DN469_c0_g1_i9.p1	GO:0110134, GO:0042162, GO:0016021, GO:0033644, GO:0016020
DRYU1_DN12718_c0_g1_i1.p1	GO:0005261, GO:0016021, GO:0040017, GO:0055080, GO:0072347, GO:0098655, GO:0030424, GO:0016020, GO:0009410, GO:0034703
DRYU1_DN20120_c0_g1_i1.p1	GO:0005576, GO:0070593, GO:0098632, GO:0005886, GO:0030424, GO:0007411, GO:0007156
DRYU1_DN24704_c0_g1_i2.p1	GO:0005125, GO:0007155, GO:0031160, GO:0030435, GO:0005133
DRYU1_DN24383_c0_g1_i1.p1	GO:0030134, GO:0006888, GO:0007030, GO:0016021, GO:0005537, GO:0005789, GO:0007029, GO:0000329, GO:0005783, GO:0005793, GO:0005794, GO:0000139, GO:0005773
DRYU1_DN9889_c0_g2_i1.p1	GO:0044174, GO:0044177, GO:0044201, GO:0039660, GO:0016021, GO:0019031, GO:0042025, GO:0044175, GO:0016020, GO:0044178, GO:0051321, GO:0055036
DRYU1_DN3239_c0_g1_i11.p1	GO:0097400, GO:0070534, GO:0043123, GO:0005737, GO:0033209, GO:0046330, GO:0048255, GO:0006915, GO:0008284, GO:0051092, GO:0023019, GO:0008270, GO:0042981
DRYU1_DN17226_c0_g1_i1.p1	GO:0030430, GO:0006310, GO:0005515
DRYU1_DN5338_c0_g1_i4.p1	GO:0005737, GO:0097621, GO:0046208, GO:0046592, GO:0015940
DRYU1_DN22932_c0_g1_i1.p1	GO:0033563, GO:0000981, GO:0005634, GO:0009653, GO:0045944, GO:0097154, GO:0000978, GO:0040012
DRYU1_DN34185_c0_g1_i1.p1	GO:0005634, GO:0001228, GO:0045944, GO:0046872, GO:0000978
DRYU1_DN18503_c0_g1_i1.p1	GO:0004712, GO:0007169, GO:0005524, GO:0016021, GO:0033644, GO:0033674, GO:0045138, GO:0016020, GO:0004714, GO:0018108
DRYU1_DN17858_c0_g2_i1.p1	GO:0090305, GO:0030430, GO:0003676, GO:0042025, GO:0008408
DRYU1_DN1345_c0_g1_i2.p1	GO:0005737, GO:0004311, GO:0033386, GO:0004161, GO:0033384, GO:0004337, GO:0046872, GO:0045337
DRYU1_DN26285_c0_g1_i1.p1	GO:0051495, GO:0097431, GO:0005730, GO:0072686, GO:0008017, GO:0015630, GO:0005737, GO:0005634, GO:0005654, GO:0032154, GO:0030496, GO:0031122, GO:0008352
DRYU1_DN15511_c0_g1_i2.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN10687_c0_g2_i1.p1	GO:0005739, GO:0016021, GO:0005743, GO:0055085, GO:0005347, GO:0005509, GO:0015867
DRYU1_DN33685_c0_g1_i1.p1	GO:0043410, GO:0040015, GO:0030381, GO:0071944, GO:0008293, GO:0007280, GO:0004712, GO:0007369, GO:0005887, GO:0046872, GO:0043235, GO:0007552, GO:0005524, GO:0033674, GO:0046579, GO:0004714, GO:0035331, GO:0005515, GO:0007362, GO:0007278, GO:0016020, GO:0038083, GO:0046957
DRYU1_DN17300_c0_g1_i4.p1	GO:0140445, GO:0005829, GO:0005737, GO:0005694, GO:0005634, GO:0016233, GO:0005515, GO:0032211, GO:0003677, GO:0070187
DRYU1_DN3113_c0_g1_i1.p1	GO:0016021, GO:0006644, GO:0016020, GO:0008195
DRYU1_DN10677_c0_g1_i1.p1	GO:0010826, GO:0034511, GO:0008013, GO:0048812, GO:0006364, GO:0008285, GO:0051301, GO:0061136, GO:0005737, GO:0006511, GO:0000209, GO:0005829, GO:0005634, GO:0046983, GO:0019005, GO:0007049, GO:0019902, GO:0031647, GO:1990756
DRYU1_DN4012_c0_g4_i1.p1	GO:0005694, GO:0005634, GO:0007131, GO:0005515, GO:0051321
DRYU1_DN7602_c0_g3_i1.p1	GO:0005829, GO:0005737, GO:0005515, GO:0032153, GO:0007049
DRYU1_DN2283_c0_g1_i1.p1	GO:0007155, GO:0005737, GO:0016021, GO:0005102, GO:0043227, GO:0005886, GO:0005509, GO:0009986, GO:0031143, GO:0007338
DRYU1_DN31629_c0_g1_i1.p1	GO:0050790, GO:0005829, GO:1990830, GO:0005634, GO:0030234, GO:0005509
DRYU1_DN5016_c0_g2_i2.p1	GO:0004427, GO:0000287, GO:0006796, GO:0005737
DRYU1_DN2374_c0_g1_i1.p1	GO:0036002, GO:0030517, GO:0003729, GO:0005737, GO:0005515, GO:0061157, GO:1990247
DRYU1_DN11870_c0_g1_i3.p1	GO:0051082, GO:0005739, GO:0006120, GO:0032981
DRYU1_DN24742_c0_g1_i1.p1	GO:0005737, GO:0005634, GO:0005935, GO:0008157, GO:0019888, GO:0007049
DRYU1_DN5844_c0_g1_i2.p1	GO:0050790, GO:0005737, GO:0005634, GO:0005886, GO:0005509, GO:0008597, GO:0006470
DRYU1_DN2801_c0_g1_i1.p1	GO:0015031, GO:0061912, GO:0031503, GO:0005829, GO:0030433, GO:0005737, GO:0034270, GO:0019898, GO:0030674, GO:0005515, GO:0016050, GO:0034045, GO:0000407
DRYU1_DN9962_c0_g1_i1.p1	GO:0045747, GO:0040018, GO:0042802, GO:0030511, GO:1901048, GO:0005887, GO:0042661, GO:0016020
DRYU1_DN5280_c0_g1_i13.p1	GO:0004712, GO:0046777, GO:0031288, GO:0005737, GO:0005524, GO:0030435, GO:0004674, GO:0004713, GO:0010468, GO:0106310, GO:0007165, GO:0045860, GO:0018108, GO:0042659
DRYU1_DN3601_c0_g1_i1.p1	GO:0017059, GO:0046513, GO:0030170, GO:0016021, GO:0005783, GO:0046512, GO:0004758, GO:0005789
DRYU1_DN4866_c0_g1_i1.p1	GO:0045143, GO:0005737, GO:0005515, GO:0051455, GO:0045859, GO:0051321, GO:0010789
DRYU1_DN27776_c0_g1_i2.p1	GO:0048791, GO:0005634, GO:0048488, GO:0001786, GO:0030276, GO:0005509, GO:0019905, GO:0071277, GO:0005544, GO:0014059, GO:0017158
DRYU1_DN8245_c2_g1_i1.p1	GO:0030154, GO:0005739, GO:0035556, GO:0030317, GO:0005524, GO:0018105, GO:0009566, GO:0032793, GO:0007286, GO:1990443, GO:0007283
DRYU1_DN1448_c0_g1_i1.p1	GO:0005730, GO:0006935, GO:0005737, GO:0003729, GO:0008340, GO:0006382, GO:0005634, GO:0022626, GO:0006397, GO:0050921, GO:0003726, GO:0040028, GO:0008251, GO:0003725
DRYU1_DN3290_c0_g1_i3.p1	GO:0005829, GO:0002098, GO:0005737, GO:0005634, GO:0005515
DRYU1_DN9342_c0_g1_i1.p1	GO:0004867, GO:0009986, GO:0010951, GO:0005576
DRYU1_DN11218_c0_g3_i1.p1	GO:0034220, GO:0044297, GO:0071683, GO:0005230, GO:0005887, GO:0007605, GO:0007608, GO:0005886, GO:0050911, GO:0004984
DRYU1_DN25174_c0_g1_i1.p1	GO:0005085, GO:0005737, GO:0051286, GO:0060090, GO:0051321, GO:0032153
DRYU1_DN4714_c0_g1_i1.p1	GO:0045920, GO:0005856, GO:0072686, GO:0005829, GO:0005737, GO:0051879, GO:0005634, GO:0008287, GO:0017018, GO:0033365, GO:0046872, GO:0045859, GO:0006470, GO:0101031
DRYU1_DN8328_c0_g1_i1.p1	GO:0042595, GO:0051028, GO:0005730, GO:0048168, GO:0110077, GO:0005515, GO:0003012
DRYU1_DN33480_c0_g1_i1.p1	GO:0000124, GO:0005634, GO:0045893, GO:0006357, GO:0003713
DRYU1_DN24854_c0_g1_i1.p1	GO:0019033, GO:0004842, GO:0051865, GO:0042025, GO:0030430, GO:0046872
DRYU1_DN7289_c0_g1_i1.p1	GO:0005856, GO:0051301, GO:0032120, GO:0005628, GO:0005737, GO:0030435, GO:0005515, GO:0035974, GO:0048278, GO:0005198, GO:0051321, GO:0000922
DRYU1_DN5240_c0_g1_i7.p1	GO:0016021, GO:0033644, GO:0042025, GO:0016020, GO:0000398, GO:0003723, GO:0000388
DRYU1_DN11211_c0_g1_i1.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN1391_c0_g1_i1.p1	GO:0005930, GO:0005856, GO:0005737, GO:0042802, GO:0005634, GO:0031514, GO:0051321
DRYU1_DN19800_c0_g1_i1.p1	GO:0031929, GO:0004712, GO:0005829, GO:0005737, GO:0005524, GO:0005634, GO:0004674, GO:0006468, GO:0106310
DRYU1_DN12833_c0_g1_i6.p1	GO:0005829, GO:0010494, GO:0016071, GO:0005628, GO:0010609, GO:0005634, GO:0005737, GO:0003730, GO:1990904, GO:0008266, GO:0008143, GO:0006417
DRYU1_DN18721_c0_g1_i1.p1	GO:0031503, GO:0005829, GO:0006914, GO:0071211, GO:0034270, GO:0030674, GO:0065003, GO:0005515, GO:0034045
DRYU1_DN24455_c0_g1_i1.p1	GO:0000045, GO:0030017, GO:0005737, GO:0006914, GO:0042803, GO:0005783, GO:0010506, GO:0055120
DRYU1_DN21292_c0_g1_i1.p1	GO:0042025, GO:0003677, GO:0039686, GO:0006260
DRYU1_DN22173_c0_g1_i1.p1	GO:0005634, GO:0005515, GO:0007286, GO:0000795, GO:0051321
DRYU1_DN1918_c0_g1_i3.p1	GO:0005829, GO:0005737, GO:0071008, GO:0005634, GO:0071020, GO:0000974, GO:0071013, GO:0005515, GO:0000389, GO:0000350, GO:0045292
DRYU1_DN12089_c0_g3_i1.p1	GO:0030150, GO:0005739, GO:0017025, GO:0005758
DRYU1_DN2966_c0_g1_i1.p1	GO:0005525, GO:0016028, GO:0005886, GO:0007629, GO:0001664, GO:0043052, GO:0002385, GO:0070050, GO:0046872, GO:0031683, GO:1900073, GO:0016060, GO:0046673, GO:0007608, GO:0007601, GO:0030322, GO:0007202, GO:0005834, GO:0007188, GO:0016199, GO:0016056, GO:0003924, GO:0016027, GO:0071244, GO:0060158
DRYU1_DN36064_c0_g1_i1.p1	GO:0019033, GO:0042025, GO:0030430, GO:0046765, GO:0046872, GO:0046802
DRYU1_DN6945_c2_g1_i2.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN34179_c0_g1_i1.p1	GO:0016021, GO:0008076, GO:0005515, GO:0005886, GO:0051260, GO:0005249, GO:0071805, GO:0034765
DRYU1_DN27495_c0_g1_i1.p1	GO:0090630, GO:0031965, GO:0005829, GO:0005737, GO:0005634, GO:0006611, GO:0045132, GO:0046822, GO:0005096, GO:0003723, GO:0031267, GO:0007165, GO:0048471
DRYU1_DN25727_c0_g1_i1.p1	GO:0048208, GO:0006888, GO:1902527, GO:0001525, GO:0014032, GO:0030127, GO:0070971, GO:0006886, GO:0036324, GO:0010595, GO:0051592, GO:0005789, GO:0005737, GO:0006919, GO:0006915, GO:0005654, GO:0030948, GO:0005509, GO:0000287, GO:0034605, GO:0005768, GO:0014029, GO:0005829, GO:0042803, GO:0005634, GO:0005783, GO:0001938, GO:0032007, GO:0031463, GO:0043495, GO:0012507, GO:0045766, GO:0051898, GO:0048306, GO:1990756
DRYU1_DN8202_c0_g1_i3.p1	GO:0031032, GO:0004712, GO:0005856, GO:0005737, GO:0008039, GO:0005524, GO:0004674, GO:0005515, GO:0030833, GO:0008154, GO:0030424, GO:0046872, GO:0106310, GO:0030426, GO:0018107
DRYU1_DN9506_c1_g1_i3.p1	GO:0030154, GO:0007282, GO:0000381, GO:0071013, GO:0005634, GO:0045926, GO:0048477, GO:0005515, GO:0071011, GO:0003723, GO:0000380, GO:0001558, GO:0006376, GO:0008285
DRYU1_DN33904_c0_g1_i1.p1	GO:0030983, GO:0005524, GO:0005634, GO:0007131, GO:0000400, GO:0005515, GO:0062037, GO:0140664, GO:0000403, GO:0051321, GO:0062128, GO:0000228
DRYU1_DN32493_c0_g1_i1.p1	GO:0005634, GO:0051321, GO:0005515, GO:0005737
DRYU1_DN7511_c0_g1_i1.p1	GO:0008395, GO:0005737, GO:0016021, GO:0016712, GO:0043231, GO:0006805, GO:0016020, GO:0020037, GO:0005506, GO:0006082
DRYU1_DN8947_c0_g1_i1.p1	GO:1903292, GO:0007030, GO:0017119, GO:0007112, GO:0036063, GO:0000139, GO:0006886, GO:0019905, GO:0000916, GO:0006891, GO:0005794, GO:0006890
DRYU1_DN12704_c0_g1_i1.p2	GO:0016021, GO:0061665, GO:0016925, GO:0016020
DRYU1_DN27385_c0_g1_i1.p1	GO:0004095, GO:0005739, GO:0005743, GO:0006635, GO:0008458
DRYU1_DN2372_c0_g2_i4.p1	GO:0005125, GO:0007155, GO:0031160, GO:0030435, GO:0005133
DRYU1_DN914_c0_g1_i2.p1	GO:0016021, GO:0006869, GO:0022857, GO:0016020, GO:0055085
DRYU1_DN1565_c0_g1_i1.p1	GO:0016021, GO:0009247, GO:0016491, GO:0016020, GO:0005811
DRYU1_DN25431_c0_g1_i1.p1	GO:0016428, GO:0005739, GO:0005762, GO:0031167, GO:0003723, GO:0030488, GO:0009383
DRYU1_DN6866_c0_g1_i1.p1	GO:0005628, GO:0030435, GO:0001228, GO:0001222, GO:0019900, GO:0000978
DRYU1_DN2500_c0_g1_i2.p1	GO:0103068, GO:1990748, GO:0000324, GO:0016021, GO:0005783, GO:0005886, GO:0102953, GO:0006508, GO:0006751, GO:0005789, GO:0036374
DRYU1_DN33_c1_g1_i1.p1	GO:0051301, GO:0032120, GO:0031410, GO:0005737, GO:0030435, GO:0005515, GO:0051321, GO:0005198, GO:0005773
DRYU1_DN6146_c0_g1_i2.p1	GO:0005737, GO:0005777, GO:0016021, GO:0030674, GO:0005515, GO:0005778, GO:1990429, GO:0016560
DRYU1_DN10496_c0_g2_i1.p1	GO:0051301, GO:0005694, GO:0005874, GO:0005634, GO:0000776, GO:0005515, GO:0000775, GO:0031262, GO:0008608, GO:0007049
DRYU1_DN24903_c0_g1_i1.p1	GO:0005886, GO:0007498, GO:0005509, GO:0005927
DRYU1_DN33511_c0_g1_i1.p1	GO:0005856, GO:0005929, GO:0008017, GO:0005737, GO:0036064, GO:0044458
DRYU1_DN4610_c0_g1_i1.p1	GO:0000413, GO:0016607, GO:0005737, GO:0003755, GO:0005634, GO:0006457, GO:0016363
DRYU1_DN2036_c0_g1_i1.p1	GO:0055077, GO:0005921, GO:0016021, GO:0005886, GO:0005243, GO:0055085, GO:0006811, GO:0036093
DRYU1_DN5384_c0_g1_i2.p1	GO:0008180, GO:0000338, GO:0005737, GO:0005634, GO:0019784, GO:0005515, GO:0019954, GO:0046872, GO:0004222, GO:0140492, GO:0070122
DRYU1_DN3308_c0_g1_i1.p1	GO:0003899, GO:0005665, GO:0005736, GO:0005634, GO:0005666, GO:0003677, GO:0006351
DRYU1_DN14038_c0_g1_i1.p1	GO:0006887, GO:0005543, GO:0042043, GO:0005886, GO:0006886, GO:0070382, GO:0046872, GO:0031267
DRYU1_DN2820_c0_g1_i6.p1	GO:0000811, GO:0005634, GO:1902975, GO:0005515, GO:0006260
DRYU1_DN2464_c0_g1_i1.p1	GO:0005515, GO:0051321, GO:0140656, GO:0005628
DRYU1_DN34901_c0_g1_i3.p1	GO:0005829, GO:0005737, GO:0005634, GO:0005515, GO:0004402, GO:0051321
DRYU1_DN6293_c0_g1_i7.p1	GO:0033644, GO:0016021, GO:0016567, GO:0016740, GO:0016020, GO:0046872, GO:0039648
DRYU1_DN18575_c0_g1_i1.p1	GO:0005739, GO:0043130, GO:0000002
DRYU1_DN1556_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0070012, GO:0004252, GO:0006508
DRYU1_DN464_c0_g1_i1.p1	GO:0010508, GO:0045807, GO:0072583, GO:0030122, GO:0005905, GO:1990386, GO:0008356, GO:0030117, GO:0006886, GO:0005886, GO:0098793, GO:0048489, GO:0030707, GO:0038010, GO:0035615, GO:0048488
DRYU1_DN21459_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0005634, GO:0030435, GO:0005515
DRYU1_DN22132_c0_g1_i1.p1	GO:0034085, GO:0032508, GO:0000785, GO:0005829, GO:0005737, GO:0005524, GO:0005634, GO:0045005, GO:0016887, GO:0003678, GO:0003677, GO:0036297, GO:0035861, GO:0007049
DRYU1_DN5861_c0_g1_i1.p1	GO:0005856, GO:0005737, GO:0034451, GO:0005874, GO:0005819, GO:0005813, GO:0005515, GO:0000922, GO:0032467
DRYU1_DN2477_c0_g1_i1.p1	GO:0005525, GO:0003924, GO:0005886, GO:0006886, GO:0012505
DRYU1_DN25633_c0_g1_i1.p1	GO:0030154, GO:0005634, GO:0001669, GO:0005515, GO:0007283
DRYU1_DN6218_c0_g1_i1.p1	GO:0030295, GO:0030242, GO:1990316, GO:0000045, GO:0005737, GO:0000422, GO:0032147, GO:0060090, GO:0034727, GO:0044805, GO:0043161, GO:0034045, GO:0000407
DRYU1_DN30759_c0_g1_i1.p1	GO:0005634, GO:0019083, GO:0051010
DRYU1_DN30467_c0_g1_i1.p1	GO:0000785, GO:0016604, GO:0007129, GO:0005634, GO:0006397, GO:0005515, GO:1902802, GO:0033620, GO:1990477
DRYU1_DN12319_c0_g2_i1.p1	GO:0005739, GO:0048255, GO:0006397, GO:0003677, GO:0017004, GO:0006364, GO:0042254, GO:0009036
DRYU1_DN214_c2_g1_i21.p1	GO:0004712, GO:0035556, GO:0005829, GO:0005737, GO:0005524, GO:0018105, GO:0005634, GO:0004674, GO:0106310
DRYU1_DN5886_c2_g1_i1.p1	GO:0140145, GO:0005628, GO:0016021, GO:0000329, GO:0005515, GO:0005375, GO:0005886, GO:0006878, GO:0005773
DRYU1_DN4272_c0_g1_i1.p1	GO:0005795, GO:0016021, GO:0005634, GO:0030144, GO:0005516, GO:0006487, GO:0005794, GO:0046872, GO:0000139
DRYU1_DN3953_c0_g1_i1.p1	GO:0009791, GO:0090571, GO:0045944, GO:0048100, GO:0003713, GO:0001745, GO:0030707, GO:0070411, GO:0007507, GO:0045595, GO:0045887, GO:0035290, GO:0007476, GO:0030718, GO:0005737, GO:0045464, GO:0046872, GO:0000122, GO:0000978, GO:0007488, GO:0001227, GO:0005829, GO:0061629, GO:0042078, GO:0005634, GO:0008586, GO:0045705, GO:0030509, GO:0035019, GO:0060799, GO:0030154, GO:2000134, GO:0060395, GO:0007480, GO:0071144, GO:0001228, GO:0007419
DRYU1_DN35441_c0_g1_i1.p1	GO:0007218, GO:0005886, GO:0008528, GO:0005887
DRYU1_DN5189_c0_g1_i1.p1	GO:0031462, GO:0004712, GO:0003779, GO:0005524, GO:0016021, GO:0004674, GO:0106310, GO:0045721, GO:0016020, GO:0043161
DRYU1_DN3271_c0_g1_i1.p1	GO:0005739, GO:0038085, GO:0004962, GO:0005021, GO:0051321
